,date,ticker,assets,book_equity,shares_rep,shares_outstanding,adj_close
1387,2019-12-31,AIM,20219000.0,12129000.0,-4000.0,10390000.0,0.5400000214576721
1388,2020-09-30,SHEN,2001299000.0,548182000.0,,49850000.0,44.116798400878906
1389,2020-06-30,SHEN,1880580000.0,511457000.0,,49850000.0,48.9315299987793
1390,2020-03-31,SHEN,1850777000.0,480650000.0,-1945000.0,49840000.0,48.89181900024414
1391,2019-12-31,SHEN,1860691000.0,469422000.0,-7275000.0,49670000.0,41.3073844909668
1392,2020-09-30,CLVS,593057000.0,-163366000.0,-59000.0,88310000.0,5.829999923706055
1393,2020-06-30,CLVS,628209000.0,-97375000.0,-59000.0,88200000.0,6.75
1394,2020-03-31,CLVS,601793000.0,-126994000.0,-59000.0,73500000.0,6.360000133514402
1395,2019-12-31,CLVS,669604000.0,-174257000.0,-59000.0,54960000.0,10.43000030517578
1396,2020-09-30,UIHC,3064787000.0,453940000.0,-86000.0,43080000.0,5.98180627822876
1397,2020-06-30,UIHC,2830432000.0,528267000.0,-86000.0,43070000.0,7.666646003723144
1398,2020-03-31,UIHC,2331759000.0,485456000.0,-86000.0,42940000.0,8.986807823181152
1399,2019-12-31,UIHC,2467218000.0,503138000.0,-296000.0,43030000.0,12.189528465270994
1400,2020-09-30,TMST,983700000.0,514400000.0,,45000000.0,3.549999952316284
1401,2020-06-30,TMST,1003700000.0,527000000.0,-100000.0,45000000.0,3.890000104904175
1402,2020-03-31,TMST,1070000000.0,542100000.0,-200000.0,44900000.0,3.2300000190734863
1403,2019-12-31,TMST,1085200000.0,563100000.0,-200000.0,44800000.0,7.860000133514402
1404,2020-09-30,NXST,13290502000.0,2234628000.0,-125013000.0,44040000.0,89.31494140625
1405,2020-06-30,NXST,13540056000.0,2180318000.0,-301000.0,45290000.0,82.57908630371094
1406,2020-03-31,NXST,13575437000.0,2093146000.0,-79070000.0,45200000.0,56.4998893737793
1407,2019-12-31,NXST,13989737000.0,2031497000.0,-45115000.0,45750000.0,114.23796081542969
1408,2020-09-30,CHCI,18368000.0,3765000.0,-7000.0,8084000.0,2.4600000381469727
1409,2020-06-30,CHCI,18145000.0,3156000.0,-30000.0,8076000.000000001,2.7899999618530287
1410,2020-03-31,CHCI,22790000.0,1782000.0,-31000.0,8032000.0,1.559999942779541
1411,2019-12-31,CHCI,19933000.0,1592000.0,-35000.0,7984000.0,1.9600000381469729
1412,2020-10-31,BBW,259437000.0,56699000.0,,15960000.0,
1413,2020-08-01,BBW,268263000.0,54535000.0,,15590000.0,
1414,2020-05-02,BBW,276827000.0,68457000.0,-114000.0,15440000.0,
1415,2020-02-01,BBW,297262000.0,88631000.0,-114000.0,15210000.0,
1416,2020-10-02,LDOS,12285000000.0,3706000000.0,-1000000.0,142000000.0,90.38999938964844
1417,2020-07-03,LDOS,12143000000.0,3538000000.0,-2000000.0,142000000.0,
1418,2020-04-03,LDOS,10988000000.0,3355000000.0,-32000000.0,142000000.0,87.3002700805664
1419,2020-01-03,LDOS,9367000000.0,3413000000.0,-28000000.0,141000000.0,98.36498260498048
1420,2020-10-31,DAKT,373511000.0,190405000.0,-125000.0,44800000.0,
1421,2020-08-01,DAKT,380120000.0,186222000.0,-125000.0,44570000.0,
1422,2020-05-02,DAKT,372651000.0,176980000.0,-3307000.0,44570000.0,
1423,2020-02-01,DAKT,358725000.0,182975000.0,-647000.0,45040000.0,
1424,2020-09-30,AMP,158687000000.0,6067000000.0,-320000000.0,118630000.0,153.18190002441406
1425,2020-06-30,AMP,154902000000.0,6500000000.0,-236000000.0,120270000.0,148.1411895751953
1426,2020-03-31,AMP,145682000000.0,6693000000.0,-480000000.0,122330000.0,100.32476806640624
1427,2019-12-31,AMP,151828000000.0,5729000000.0,-551000000.0,123940000.0,162.1912078857422
1428,2020-09-30,SSP,3586127000.0,923067000.0,-31000.0,81600000.0,11.4399995803833
1429,2020-06-30,SSP,3547845000.0,863614000.0,-31000.0,81520000.0,8.710443496704103
1430,2020-03-31,SSP,3695675000.0,885320000.0,-2266000.0,81390000.0,7.460751533508301
1431,2019-12-31,SSP,3561353000.0,897935000.0,-115000.0,80960000.0,15.446619987487793
1432,2020-09-26,TPR,8133400000.0,2530100000.0,-8200000.0,277400000.0,
1433,2020-06-27,TPR,7924200000.0,2276400000.0,-200000.0,276200000.0,
1434,2020-03-28,TPR,7743000000.0,2553100000.0,-900000.0,276100000.0,
1435,2019-12-28,TPR,8700100000.0,3322400000.0,-33300000.0,276000000.0,
1436,2020-09-30,AON,31359000000.0,3542000000.0,,229200000.0,205.7919921875
1437,2020-06-30,AON,31995000000.0,3601000000.0,,231500000.0,191.71820068359366
1438,2020-03-31,AON,30282000000.0,3169000000.0,-463000000.0,231100000.0,163.8606719970703
1439,2019-12-31,AON,29405000000.0,3375000000.0,-453000000.0,232100000.0,206.3873291015625
1440,2020-02-29,NG,239816000.0,131013000.0,-1652000.0,328600000.0,
1441,2019-11-30,NG,245835000.0,137954000.0,-1652000.0,327630000.0,
1442,2020-09-30,FMNB,2989179000.0,339968000.0,,28190000.0,10.920000076293944
1443,2020-06-30,FMNB,2879589000.0,331352000.0,,28180000.0,11.745158195495605
1444,2020-03-31,FMNB,2668249000.0,303597000.0,-14238000.0,28130000.0,11.415215492248535
1445,2019-12-31,FMNB,2449158000.0,299309000.0,-14238000.0,27670000.0,15.882219314575195
1446,2020-09-30,USEG,9606000.0,4514000.0,,1450000.0,5.0
1447,2020-06-30,USEG,9690000.0,5598000.0,,1400000.0,5.179999828338623
1448,2020-03-31,USEG,13664000.0,9185000.0,-1000.0,1400000.0,3.0999999046325684
1449,2019-12-31,USEG,13467000.0,9210000.0,-1000.0,1341000.0,3.0
1450,2020-10-31,CM,769551000000.0,38329000000.0,,446780000.0,
1451,2020-07-31,CM,768545000000.0,37095000000.0,-3000000.0,446010000.0,68.35302734375
1452,2020-04-30,CM,759136000000.0,37244000000.0,-72000000.0,445090000.0,57.63569641113281
1453,2020-01-31,CM,672118000000.0,36214000000.0,-165000000.0,444980000.0,77.61702728271484
1454,2020-09-30,RBNC,3044512000.0,307086000.0,-104000.0,16629999.999999998,14.413742065429688
1455,2020-06-30,RBNC,2991612000.0,295543000.0,-104000.0,16629999.999999998,16.085498809814453
1456,2020-03-31,RBNC,2177788000.0,234672000.0,-73000.0,12010000.0,11.043890953063963
1457,2020-09-30,ZEN,2054239000.0,430119000.0,-1989000.0,116400000.0,102.91999816894531
1458,2020-06-30,ZEN,1996018000.0,410309000.0,-2241000.0,115200000.0,88.52999877929688
1459,2020-03-31,ZEN,1488790000.0,449943000.0,-1897000.0,114000000.0,64.01000213623047
1460,2019-12-31,ZEN,1514589000.0,457984000.0,-2172000.0,113080000.0,76.62999725341797
1461,2020-09-27,SFM,2782223000.0,807946000.0,,117950000.0,
1462,2020-06-28,SFM,2963189000.0,743277000.0,,117940000.0,
1463,2020-03-29,SFM,2855200000.0,670722000.0,,117790000.0,
1464,2019-12-29,SFM,2722983000.0,581952000.0,-13000000.0,117540000.0,
1465,2020-10-31,CRMT,716344000.0,343531000.0,-6080000.0,6602000.0,
1466,2020-07-31,CRMT,698988000.0,325749000.0,-6080000.0,6642000.0,95.16000366210938
1467,2020-04-30,CRMT,667324000.0,302659000.0,-342000.0,6619000.0,65.94999694824219
1468,2020-01-31,CRMT,597893000.0,291670000.0,-1127000.0,6610000.0,109.77999877929688
1469,2020-09-30,DEI,9289373000.0,2447525000.0,,175370000.0,25.10000038146973
1470,2020-06-30,DEI,9271377000.0,2480977000.0,,175370000.0,30.32294464111328
1471,2020-03-31,DEI,9313054000.0,2541762000.0,-4000.0,175370000.0,29.894737243652344
1472,2019-12-31,DEI,9349301000.0,2712072000.0,-4000.0,175370000.0,42.61682891845703
1473,2020-09-30,LII,1981200000.0,-115700000.0,-4500000.0,38290000.0,272.6099853515625
1474,2020-06-30,LII,2124300000.0,-228900000.0,-100000.0,38250000.0,232.3320159912109
1475,2020-03-31,LII,2128400000.0,-318300000.0,-105500000.0,38250000.0,180.6571350097656
1476,2019-12-31,LII,2034900000.0,-170200000.0,-7100000.0,38590000.0,241.45230102539062
1477,2020-09-30,GCI,3314303000.0,426129000.0,-1021000.0,136310000.0,1.2999999523162842
1478,2020-06-30,GCI,3337917000.0,452085000.0,-327000.0,136110000.0,1.3799999952316284
1479,2020-03-31,GCI,3911211000.0,889556000.0,-1615000.0,132060000.0,1.4800000190734863
1480,2019-12-31,GCI,4020102000.0,981356000.0,-286000.0,128990000.0,6.380000114440918
1481,2020-09-30,POWI,876068000.0,779797000.0,,59860000.0,55.4000015258789
1482,2020-06-30,POWI,853777000.0,759472000.0,-623000.0,59750000.0,58.948143005371094
1483,2020-03-31,POWI,827439000.0,743830000.0,-2013000.0,59380000.0,43.99557495117188
1484,2019-12-31,POWI,803896000.0,724546000.0,-2013000.0,58860000.0,49.16291427612305
1485,2020-11-22,COST,60217000000.0,14860000000.0,-391000000.0,442960000.0,
1486,2020-08-30,COST,55556000000.0,18284000000.0,-87000000.0,441260000.0,
1487,2020-05-10,COST,51732000000.0,16802000000.0,-35000000.0,441520000.0,
1488,2020-02-16,COST,48782000000.0,16614000000.0,-48000000.0,441620000.0,
1489,2020-09-30,PUMP,1096137000.0,911767000.0,-13000.0,100900000.0,4.059999942779541
1490,2020-06-30,PUMP,1093602000.0,938429000.0,-129000.0,100890000.0,5.139999866485597
1491,2020-03-31,PUMP,1399890000.0,961516000.0,-456000.0,100780000.0,2.5
1492,2019-12-31,PUMP,1436111000.0,969305000.0,-456000.0,100620000.0,11.25
1493,2020-09-30,ALL,122750000000.0,25293000000.0,-916000000.0,304060000.0,94.13999938964844
1494,2020-06-30,ALL,121266000000.0,25016000000.0,-407000000.0,312720000.0,96.42688751220705
1495,2020-03-31,ALL,116107000000.0,22203000000.0,-414000000.0,315490000.0,90.69352722167969
1496,2019-12-31,ALL,119950000000.0,23750000000.0,-799000000.0,319000000.0,110.63321685791016
1497,2020-09-30,KMI,71821000000.0,31559000000.0,,2264000000.0,12.061112403869627
1498,2020-06-30,KMI,71784000000.0,31753000000.0,,2261000000.0,14.566643714904785
1499,2020-03-31,KMI,73530000000.0,33106000000.0,-50000000.0,2261000000.0,13.135541915893555
1500,2020-09-30,NPTN,346248000.0,181518000.0,-936000.0,50140000.0,6.090000152587892
1501,2020-06-30,NPTN,348634000.0,179028000.0,-567000.0,49550000.0,8.880000114440918
1502,2020-03-31,NPTN,341756000.0,167238000.0,-219000.0,48660000.0,7.25
1503,2019-12-31,NPTN,334679000.0,160206000.0,-28000.0,46380000.0,8.819999694824219
1504,2020-09-30,OPBK,1339821000.0,141549000.0,-325000.0,15130000.0,5.657825946807861
1505,2020-06-30,OPBK,1288011000.0,139136000.0,-497000.0,15070000.0,6.749645233154298
1506,2020-03-31,OPBK,1209593000.0,138099000.0,-6264000.0,15120000.0,7.22373104095459
1507,2019-12-31,OPBK,1179520000.0,140576000.0,-903000.0,15700000.0,9.972246170043944
1508,2020-09-26,ARW,15496633000.0,4781064000.0,-153011000.0,75730000.0,
1509,2020-06-27,ARW,15604461000.0,4694821000.0,-72750000.0,77620000.0,
1510,2020-03-28,ARW,15391460000.0,4595125000.0,-158989000.0,78670000.0,
1511,2019-12-31,ARW,16400796000.0,4811919000.0,-100009000.0,80620000.0,84.73999786376953
1512,2020-09-30,WTRH,222556000.0,80688000.0,,110120000.0,3.220000028610228
1513,2020-06-30,WTRH,215380000.0,66692000.0,-269000.0,102380000.0,2.630000114440918
1514,2020-03-31,WTRH,185468000.0,27673000.0,-459000.0,80810000.0,1.2300000190734863
1515,2019-12-31,WTRH,178973000.0,22908000.0,-12000.0,76580000.0,0.3219999969005585
1516,2020-09-30,WHLM,30493000.0,15908000.0,,5157000.0,3.130000114440918
1517,2020-06-30,WHLM,29305000.0,15763000.0,,5157000.0,4.0
1518,2020-03-31,WHLM,33577000.0,18464000.0,-19000.0,5157000.0,3.5899999141693115
1519,2019-12-31,WHLM,37108000.0,21371000.0,-32000.0,5162000.0,4.139999866485597
1520,2020-09-30,LPI,1581323000.0,141512000.0,-12000.0,12000000.0,9.800000190734863
1521,2020-06-30,LPI,1870588000.0,376020000.0,-122000.0,11940000.0,13.859999656677244
1522,2020-03-31,LPI,2443643000.0,919221000.0,-640000.0,11970000.0,7.599999904632567
1523,2019-12-31,LPI,2264437000.0,841874000.0,-7000.0,11860000.0,57.4000015258789
1524,2020-09-30,SC,48448921000.0,5094812000.0,-223517000.0,306070000.0,18.190000534057614
1525,2020-06-30,SC,47268695000.0,4895465000.0,-83987000.0,316240000.0,18.189760208129886
1526,2020-03-31,SC,47106931000.0,5146103000.0,-468466000.0,321120000.0,13.348822593688965
1527,2019-12-31,SC,48933529000.0,7318620000.0,-92304000.0,339200000.0,22.24196434020996
1528,2020-09-30,ESTA,154684000.0,79957000.0,-17000.0,23420000.0,18.530000686645508
1529,2020-06-30,ESTA,156812000.0,81786000.0,-14000.0,23350000.0,18.68000030517578
1530,2020-03-31,ESTA,168423000.0,90307000.0,-34000.0,23330000.0,14.449999809265135
1531,2019-12-31,ESTA,116531000.0,39614000.0,-89000.0,20650000.0,27.65999984741211
1532,2020-09-30,TREE,1203589000.0,361009000.0,-1421000.0,13120000.0,306.8900146484375
1533,2020-06-30,TREE,1087577000.0,405977000.0,-1421000.0,13090000.0,289.5299987792969
1534,2020-03-31,TREE,1016620000.0,423557000.0,-1421000.0,13060000.0,183.38999938964844
1535,2019-12-31,TREE,947969000.0,402326000.0,-131000.0,13040000.0,303.44000244140625
1536,2020-09-30,KMB,16531000000.0,335000000.0,-186000000.0,340400000.0,147.66000366210938
1537,2020-06-30,KMB,16173000000.0,268000000.0,-49000000.0,341000000.0,140.38365173339844
1538,2020-03-31,KMB,15677000000.0,-167000000.0,-214000000.0,340840000.0,126.03656005859376
1539,2019-12-31,KMB,15283000000.0,-33000000.0,-256000000.0,341500000.0,134.5992431640625
1540,2020-10-31,INTU,9707000000.0,5245000000.0,-99000000.0,262710000.0,
1541,2020-07-31,INTU,10931000000.0,5106000000.0,-116000000.0,261740000.0,305.83026123046875
1542,2020-04-30,INTU,7764000000.0,4740000000.0,-69000000.0,260750000.0,268.874755859375
1543,2020-01-31,INTU,6701000000.0,3727000000.0,-171000000.0,260520000.0,278.80596923828125
1544,2020-09-30,GERN,285793000.0,232832000.0,-579000.0,310470000.0,1.7400000095367432
1545,2020-06-30,GERN,274814000.0,250681000.0,-579000.0,310440000.0,2.1800000667572017
1546,2020-03-31,GERN,142889000.0,120814000.0,-579000.0,200350000.0,1.190000057220459
1547,2019-12-31,GERN,165517000.0,135155000.0,-579000.0,199810000.0,1.3600000143051147
1548,2020-09-30,CBZ,1425116000.0,718004000.0,-3054000.0,54710000.0,22.8700008392334
1549,2020-06-30,CBZ,1427608000.0,695220000.0,-1582000.0,54660000.0,23.96999931335449
1550,2020-03-31,CBZ,1616558000.0,670260000.0,-29487000.0,54430000.0,20.920000076293945
1551,2019-12-31,CBZ,1400774000.0,659238000.0,-4337000.0,55420000.0,26.959999084472656
1552,2020-09-30,ATNI,1113414000.0,667875000.0,-4140000.0,15900000.0,50.13999938964844
1553,2020-06-30,ATNI,1111605000.0,668730000.0,-957000.0,15970000.0,60.36726760864258
1554,2020-03-31,ATNI,1108592000.0,665758000.0,-3225000.0,15980000.0,58.34172058105469
1555,2019-12-31,ATNI,1130726000.0,676122000.0,-42000.0,16000000.0,54.86737823486328
1556,2020-09-27,KELYB,2391700000.0,1166100000.0,-100000.0,39300000.0,
1557,2020-06-28,KELYB,2318700000.0,1145600000.0,-100000.0,39300000.0,
1558,2020-03-29,KELYB,2261800000.0,1100100000.0,-1100000.0,39300000.0,
1559,2019-12-29,KELYB,2480600000.0,1264500000.0,-200000.0,39100000.0,
1560,2020-09-30,GOGL,2717493000.0,1343085000.0,,143280000.0,3.8199999332427983
1561,2020-06-30,GOGL,2715978000.0,1303945000.0,,143280000.0,3.880000114440918
1562,2020-03-31,GOGL,2803019000.0,1345173000.0,,143280000.0,3.130000114440918
1563,2019-12-31,GOGL,2966057000.0,1513391000.0,-2153000.0,143280000.0,5.738973140716553
1564,2019-12-31,GPX,448902000.0,209914000.0,-278000.0,17030000.0,13.229999542236328
1565,2020-09-30,PRU,911589000000.0,66217000000.0,,395430000.0,63.52000045776367
1566,2020-06-30,PRU,915387000000.0,65897000000.0,-15000000.0,394610000.0,59.90623092651367
1567,2020-03-31,PRU,873712000000.0,60447000000.0,-485000000.0,393850000.0,50.31088256835938
1568,2019-12-31,PRU,896552000000.0,63115000000.0,-560000000.0,398830000.0,89.4104232788086
1569,2020-08-31,MKC,10860700000.0,3932700000.0,-26700000.0,266820000.0,205.5382843017578
1570,2020-05-31,MKC,10576100000.0,3649900000.0,-7100000.0,266450000.0,
1571,2020-02-29,MKC,10491700000.0,3561900000.0,-22900000.0,265810000.0,
1572,2019-11-30,MKC,10362100000.0,3444200000.0,-20600000.0,265800000.0,
1573,2020-09-30,TWO,20587650000.0,2042171000.0,,273690000.0,5.090000152587892
1574,2020-06-30,TWO,21482322000.0,1858435000.0,,273700000.0,4.904307842254639
1575,2020-03-31,TWO,22202648000.0,1926632000.0,-1064000.0,273530000.0,3.5651917457580566
1576,2019-12-31,TWO,35921622000.0,3992965000.0,-1064000.0,272940000.0,13.680603981018065
1577,2020-09-30,LIN,87209000000.0,46175000000.0,-202000000.0,524860000.0,238.1300048828125
1578,2020-06-30,LIN,85856000000.0,45537000000.0,-202000000.0,525360000.0,211.3150177001953
1579,2020-03-31,LIN,84369000000.0,44776000000.0,-1828000000.0,525170000.0,171.54283142089844
1580,2019-12-31,LIN,86612000000.0,49074000000.0,-724000000.0,534380000.0,210.1176300048828
1581,2020-11-30,AZZ,1009869000.0,624078000.0,-24666000.0,25430000.0,
1582,2020-08-31,AZZ,999952000.0,631541000.0,-6394000.0,26080000.0,34.56231689453125
1583,2020-05-31,AZZ,1050773000.0,635656000.0,-539000.0,26200000.0,
1584,2020-02-29,AZZ,1073831000.0,634366000.0,-5813000.0,26150000.0,
1585,2020-10-31,KSS,15444000000.0,4838000000.0,-1000000.0,158000000.0,
1586,2020-08-01,KSS,15235000000.0,4837000000.0,-1000000.0,158000000.0,
1587,2020-05-02,KSS,15869000000.0,4790000000.0,-28000000.0,158000000.0,
1588,2020-02-01,KSS,14555000000.0,5450000000.0,-83000000.0,156000000.0,
1589,2020-09-30,SENS,44063000.0,-54782000.0,,244240000.0,0.3869999945163727
1590,2020-06-30,SENS,40837000.0,-39605000.0,-203000.0,230550000.0,0.3899999856948853
1591,2020-03-31,SENS,35269000.0,-48961000.0,-203000.0,204440000.0,0.6340000033378601
1592,2019-12-31,SENS,132801000.0,-8649000.0,-203000.0,203450000.0,0.9160000085830688
1593,2020-09-30,CVLG,723833000.0,314796000.0,-17545000.0,17130000.0,17.489999771118164
1594,2020-06-30,CVLG,861089000.0,306931000.0,-17545000.0,17090000.0,14.43000030517578
1595,2020-03-31,CVLG,912684000.0,328493000.0,-17521000.0,17090000.0,8.670000076293945
1596,2019-12-31,CVLG,881640000.0,350111000.0,-348000.0,18520000.0,12.93000030517578
1597,2020-09-30,NC,465902000.0,306489000.0,,7046000.0,18.209999084472656
1598,2020-06-30,NC,442954000.0,299271000.0,,7032000.0,23.089075088500977
1599,2020-03-31,NC,435920000.0,293837000.0,-1002000.0,7021000.0,27.534425735473643
1600,2019-12-31,NC,444773000.0,289392000.0,-1600000.0,6966000.0,45.88542938232422
1601,2019-12-31,UHS,11668250000.0,5504105000.0,-182528000.0,86710000.0,143.23626708984375
1602,2020-09-30,CRIS,45714000.0,-28608000.0,-13345000.0,56650000.0,1.1699999570846558
1603,2020-06-30,CRIS,44950000.0,-30380000.0,-13345000.0,50640000.0,1.2100000381469729
1604,2020-03-31,CRIS,26706000.0,-40269000.0,-13345000.0,36580000.0,0.699999988079071
1605,2019-12-31,CRIS,35107000.0,-33911000.0,-13345000.0,33240000.000000004,1.7000000476837158
1606,2020-09-30,CCC,5150714000.0,2358301000.0,-3136000.0,389220000.0,30.989999771118164
1607,2020-06-30,CCC,5210184000.0,2382589000.0,-15118000.0,387340000.0,22.32999992370605
1608,2020-03-31,CCC,4999092000.0,2093126000.0,-10420000.0,364940000.0,20.75
1609,2020-09-30,CTBI,5020421000.0,644450000.0,,17800000.0,28.26000022888184
1610,2020-06-30,CTBI,5022841000.0,631847000.0,,17790000.0,32.34836196899414
1611,2020-03-31,CTBI,4352645000.0,612922000.0,-1099000.0,17790000.0,31.01354789733887
1612,2020-09-30,SWIR,650933000.0,343425000.0,-1109000.0,36490000.0,11.15999984741211
1613,2020-06-30,SWIR,629791000.0,347341000.0,-1109000.0,36340000.0,8.979999542236328
1614,2020-03-31,SWIR,645410000.0,355597000.0,-602000.0,36330000.0,5.679999828338622
1615,2019-12-31,SWIR,639340000.0,381325000.0,-434000.0,36190000.0,9.550000190734863
1616,2020-09-30,OMCL,1719277000.0,918399000.0,-53666000.0,42270000.0,74.66000366210938
1617,2020-06-30,OMCL,1222446000.0,887461000.0,-2045000.0,42760000.0,70.62000274658203
1618,2020-03-31,OMCL,1231647000.0,878500000.0,-1425000.0,42610000.0,65.58000183105469
1619,2019-12-31,OMCL,1240810000.0,845254000.0,-3880000.0,42130000.0,81.72000122070312
1620,2020-06-30,TRIL,135162000.0,45578000.0,-8608000.0,84580000.0,8.090000152587889
1621,2020-03-31,TRIL,139904000.0,60958000.0,-8608000.0,82680000.0,4.0399999618530265
1622,2019-12-31,TRIL,25407000.0,-24832000.0,-51506.0,28940000.0,1.0299999713897705
1623,2020-09-30,ATEX,246621000.0,227298000.0,,17490000.0,32.709999084472656
1624,2020-06-30,ATEX,254385000.0,234447000.0,,17290000.0,45.34000015258789
1625,2020-03-31,ATEX,267397000.0,245066000.0,-99000.0,17180000.0,45.66999816894531
1626,2019-12-31,ATEX,275829000.0,255254000.0,-21000.0,17150000.0,43.209999084472656
1627,2020-09-30,WNEB,2486788000.0,230221000.0,-164000.0,25600000.0,5.582368850708008
1628,2020-06-30,WNEB,2434906000.0,229520000.0,-164000.0,25640000.0,5.687361240386963
1629,2020-03-31,WNEB,2190328000.0,227809000.0,-8080000.0,25640000.0,6.574938774108888
1630,2019-12-31,WNEB,2181476000.0,232024000.0,-106000.0,26560000.0,9.315958023071287
1631,2020-10-31,KEYS,7218000000.0,3297000000.0,-216000000.0,185300000.0,
1632,2020-07-31,KEYS,7161000000.0,3354000000.0,-2000000.0,187500000.0,99.88999938964844
1633,2020-04-30,KEYS,6757000000.0,3085000000.0,-121000000.0,186500000.0,96.7699966430664
1634,2020-01-31,KEYS,6841000000.0,3127000000.0,-125000000.0,187800000.0,92.98999786376952
1635,2020-09-26,GRMN,6550669000.0,5104341000.0,-1191000.0,191240000.0,
1636,2020-06-27,GRMN,6220042000.0,4740861000.0,-303000.0,191220000.0,
1637,2020-03-28,GRMN,6053993000.0,4934400000.0,-11580000.0,191020000.0,
1638,2019-12-28,GRMN,6166799000.0,4793496000.0,-12914000.0,190690000.0,
1639,2020-09-30,ASPN,94297000.0,60887000.0,,26870000.0,10.949999809265137
1640,2020-06-30,ASPN,97545000.0,66531000.0,-16000.0,26850000.0,6.579999923706055
1641,2020-03-31,ASPN,102465000.0,70369000.0,-1195000.0,26590000.0,6.139999866485598
1642,2019-12-31,ASPN,103502000.0,58990000.0,-6000.0,24300000.0,7.760000228881836
1643,2020-09-30,FLS,5173576000.0,1673421000.0,-671000.0,130020000.0,27.290000915527344
1644,2020-06-30,FLS,4755702000.0,1662572000.0,-713000.0,129920000.0,28.326906204223643
1645,2020-03-31,FLS,4762074000.0,1659430000.0,-35249000.0,129790000.0,23.56062126159668
1646,2019-12-31,FLS,4919642000.0,1790357000.0,-9633000.0,130530000.0,48.65699005126953
1647,2020-09-30,ANET,4399372000.0,3083877000.0,-169210000.0,75630000.0,206.92999267578125
1648,2020-06-30,ANET,4335851000.0,3036483000.0,-2260000.0,75960000.0,210.02999877929688
1649,2020-03-31,ANET,4111845000.0,2848826000.0,-229635000.0,75660000.0,202.5500030517578
1650,2019-12-31,ANET,4185290000.0,2894686000.0,-53656000.0,76390000.0,203.3999938964844
1651,2020-09-30,WIRE,941521000.0,813650000.0,,20560000.0,46.39999771118164
1652,2020-06-30,WIRE,884045000.0,792111000.0,-82000.0,20540000.0,48.77897262573242
1653,2020-03-31,WIRE,866346000.0,777172000.0,-20580000.0,20480000.0,41.93354034423828
1654,2019-12-31,WIRE,883154000.0,779096000.0,-20580000.0,20910000.0,57.3028450012207
1655,2020-09-30,CRTD,5722928.0,2402394.0,-27398.0,8653000.0,2.6700000762939453
1656,2020-06-30,CRTD,2729415.0,-12724121.0,-59518.0,3320000.0,
1657,2020-03-31,CRTD,2836270.0,-10191063.0,-2500.0,3141000.0,
1658,2019-12-31,CRTD,2572046.0,-8558728.0,-140406.0,3006000.0,
1659,2020-09-30,SNV,53040538000.0,4527397000.0,-24000.0,147320000.0,21.170000076293945
1660,2020-06-30,SNV,54121989000.0,4515823000.0,-147000.0,147310000.0,20.226057052612305
1661,2020-03-31,SNV,50619585000.0,4528060000.0,-23503000.0,147270000.0,17.05531883239746
1662,2019-12-31,SNV,48203282000.0,4404545000.0,-36652000.0,147160000.0,37.33905792236328
1663,2020-10-30,DG,26153442000.0,6985519000.0,-901930000.0,245000000.0,208.7100067138672
1664,2020-07-31,DG,25847433000.0,7356071000.0,-601536000.0,249030000.0,190.0759429931641
1665,2020-05-01,DG,24848313000.0,7209454000.0,-63080000.0,251720000.0,172.37742614746094
1666,2020-01-31,DG,22825084000.0,6702500000.0,-415075000.0,251940000.0,152.51866149902344
1667,2020-09-30,FISI,4959201000.0,439033000.0,,16040000.0,15.399999618530273
1668,2020-06-30,FISI,4680930000.0,430717000.0,,16040000.0,18.32884979248047
1669,2020-03-31,FISI,4471768000.0,422065000.0,-196000.0,16020000.0,17.630035400390625
1670,2019-12-31,FISI,4384178000.0,421619000.0,-73000.0,16000000.0,30.756746292114247
1671,2020-09-30,EXP,2871283000.0,1168031000.0,,41820000.0,86.31999969482422
1672,2020-06-30,EXP,3015164000.0,1067958000.0,-1130000.0,41760000.0,70.22000122070311
1673,2020-03-31,EXP,2961020000.0,967843000.0,-1100000.0,41650000.0,58.3213996887207
1674,2019-12-31,EXP,2130225000.0,897327000.0,-164000.0,41640000.0,90.50698852539062
1675,2020-09-30,CLI,5190743000.0,1336120000.0,-29000.0,90710000.0,12.619999885559082
1676,2020-06-30,CLI,5360012000.0,1399033000.0,-29000.0,90600000.0,15.075854301452635
1677,2020-03-31,CLI,5285532000.0,1434143000.0,-2141000.0,90600000.0,14.81949520111084
1678,2019-12-31,CLI,5292798000.0,1493699000.0,-2141000.0,90600000.0,22.31195068359375
1679,2020-09-30,POOL,1587589000.0,589501000.0,-5991000.0,40150000.0,333.93798828125
1680,2020-06-30,POOL,1654797000.0,486791000.0,-3584000.0,40040000.0,270.88290405273443
1681,2020-03-31,POOL,1747781000.0,348398000.0,-66619000.0,39930000.0,195.53001403808602
1682,2019-12-31,POOL,1483266000.0,410180000.0,-66619000.0,40070000.0,210.5059814453125
1683,2020-09-30,PAR,221801000.0,66775000.0,-497000.0,18260000.0,40.5099983215332
1684,2020-06-30,PAR,222886000.0,68610000.0,-179000.0,18250000.0,29.93000030517578
1685,2020-03-31,PAR,228982000.0,76296000.0,-153000.0,18240000.0,12.859999656677244
1686,2019-12-31,PAR,189612000.0,72847000.0,-544000.0,16629999.999999998,30.739999771118164
1687,2020-09-30,B,2610116000.0,1307656000.0,-3040000.0,50620000.0,35.7400016784668
1688,2020-06-30,B,2588496000.0,1257706000.0,-53000.0,50450000.0,39.39869689941406
