,ticker,so
1320,LL,28874700
1321,LXFR,27622100
1322,LDL,17760800
1323,LYB,333919008
1324,MTB,128303000
1325,MDC,64867200
1326,MHO,28745600
1327,MAC,149472000
1328,CLI,90712400
1329,MFD,8547440
1330,MGU,12468300
1331,MIC,87197904
1332,BMA,63900000
1333,M,310246016
1334,MCN,20946900
1335,MSGE,19613200
1336,MSGS,19582000
1337,MMP,223700992
1338,MGA,299264000
1339,MX,35538500
1340,MGY,165500992
1341,MAIN,66272500
1342,MMD,27602000
1343,MANU,38939200
1344,MTW,34558600
1345,MN,16490800
1346,MAN,57533200
1347,MFC,1939830016
1348,MRO,789390976
1349,MPC,650651008
1350,MMI,39376500
1351,MCS,23139000
1352,MPX,33868600
1353,HZO,21628100
1354,MKL,13777800
1355,VAC,41062800
1356,MMC,507191008
1357,MLM,62274200
1358,MAS,261676000
1359,DOOR,24503000
1360,MTZ,73866896
1361,MA,988470016
1362,MTDR,116837000
1363,MTRN,20327300
1364,MATX,43078700
1365,MLP,19364200
1366,MAXR,61074700
1367,MMS,61312600
1368,MXL,74168496
1369,MEC,20059400
1370,MBI,53928300
1371,MKC,124348000
1372,MCD,745110976
1373,MUX,408841984
1374,MCK,162116000
1375,MDU,200522000
1376,MTL,272112000
1377,MDLA,147083008
1378,MAX,33169100
1379,MPW,535996992
1380,MED,11769800
1381,MCC,2723710
1382,MDLY,643436
1383,MD,85598304
1384,MDT,1344409984
1385,MFAC,3195000
1386,MRK,2530030080
1387,MCY,55357700
1388,MDP,40482800
1389,MTH,37612100
1390,MTOR,72311600
1391,MTR,1863590
1392,MSB,13120000
1393,MEI,37529700
1394,MET,899948992
1395,MCB,8291260
1396,MTD,23794600
1397,MXE,1786460
1398,MXF,15005200
1399,MFA,453332992
1400,MCR,44315000
1401,MGF,32586300
1402,MIN,115931000
1403,MMT,61334700
1404,MFM,41187600
1405,MFV,7215410
1406,MTG,338574016
1407,MGP,131455000
1408,MGM,493939008
1409,MFGP,334900992
1410,MAA,114370000
1411,AMPY,37656500
1412,MLR,11405500
1413,HIE,18690700
1414,MTX,33994000
1415,MNSO,303975008
1416,MG,29192600
1417,MUFG,12844699648
1418,MIXT,22042500
1419,MFG,12696200192
1420,MBT,885968000
1421,MODN,34546600
1422,MOD,51147600
1423,MC,55460800
1424,MOGU,108468000
1425,MHK,71198600
1426,MOH,59300000
1427,TAP,200296992
1428,MNR,97976096
1429,MEG,24961700
1430,MCO,187800000
1431,MS,1748440064
1432,CAF,21881500
1433,MSD,20386700
1434,EDD,66092100
1435,IIF,13317300
1436,MOS,379089984
1437,MSI,169523008
1438,MOV,16572700
1439,FVAC,34500000
1440,MPLX,1040169984
1441,MRC,82239000
1442,MSA,38953300
1443,MSM,45525500
1444,MSCI,82895000
1445,MSGN,43459900
1446,MLI,57080200
1447,MWA,158064992
1448,MPLN,667460992
1449,MVF,64836400
1450,MZA,4637640
1451,MUR,153599008
1452,MUSA,28567700
1453,MVO,11500000
1454,MVC,17725100
1455,MYE,35825100
1456,MYOV,90593600
1457,NBR,7294020
1458,NC,5477220
1459,NTP,39198000
1460,NBHC,30604500
1461,NFG,90954304
1462,NGG,704078016
1463,NHI,44729200
1464,NOV,388264000
1465,NPK,7023290
1466,NNN,173540000
1467,SID,1380109952
1468,NSA,69197600
1469,NTCO,687356032
1470,NGS,13468800
1471,NGVC,22524300
1472,NRP,12261200
1473,NTZ,10970600
1474,NWG,6063600128
1475,NLS,30258800
1476,NVGS,55905300
1477,NNA,17103400
1478,NM,15880300
1479,NMM,11487700
1480,NAV,99576096
1481,NSH,23000000
1482,NCR,128900000
1483,NP,16802400
1484,NNI,27169900
1485,NPTN,50146500
1486,NSCO,49033900
1487,NTST,27979200
1488,NVRO,34428800
1489,HYB,23368900
1490,NFH,131357000
1491,GF,15729000
1492,NWHM,18232000
1493,IRL,4918810
1494,EDU,168888992
1495,NEWR,60975500
1496,NRZ,415744992
1497,SNR,83023800
1498,NYC,3235000
1499,NYCB,463904000
1500,NYT,166435008
1501,NJR,95930200
1502,NEU,10921400
1503,NEM,803358016
1504,NR,90803600
1505,NEXA,132439000
1506,NREF,5113400
1507,NXRT,24606500
1508,NHF,45634700
1509,NEP,73001296
1510,NEE,1959069952
1511,NEX,214364992
1512,NGL,128772000
1513,NLSN,356999008
1514,NKE,1254809984
1515,NINE,31561600
1516,NIO,1362179968
1517,NI,383212000
1518,NL,48789000
1519,NOAH,61635300
1520,NOK,5617059840
1521,NOMD,196728992
1522,NMR,3057799936
1523,OSB,80700000
1524,NAT,150424000
1525,JWN,157100000
1526,NSC,253984992
1527,NOA,29139100
1528,NRT,9190590
1529,NOC,166716000
1530,NWN,30568600
1531,NCLH,275636000
1532,NVS,2274500096
1533,NVO,2315569920
1534,DNOW,109380000
1535,NRG,244220992
1536,NUS,51031000
1537,NUE,301895008
1538,NS,109195000
1539,NTR,569145984
1540,NVG,213371008
1541,NUV,206996992
1542,NUW,15516100
1543,NEA,278590016
1544,NAZ,11571200
1545,NKX,47520300
1546,NCB,3302960
1547,NCA,28091000
1548,NAC,144735008
1549,JCE,16029300
1550,JHAA,7824420
1551,JHB,55900000
1552,JCO,27740900
1553,JQC,135608992
1554,JDD,19736500
1555,DIAX,36366900
1556,JEMD,14241400
1557,NEV,24950100
1558,JFR,56918500
1559,JRO,40541200
1560,NKG,10399800
1561,JGH,23177400
1562,NXC,6351910
1563,NXN,3924890
1564,NID,46909700
1565,NMY,23099700
1566,NMT,9322750
1567,NUM,20226900
1568,NMS,5782390
1569,NOM,2345800
1570,JLS,5487440
1571,NHA,8622710
1572,NZF,142126000
1573,NMZ,80582200
1574,NJV,1524360
1575,NXJ,41482900
1576,NRK,87235296
1577,NYV,2349610
1578,NNY,15235200
1579,NAN,30851300
1580,NUO,18317000
1581,NPN,1219150
1582,NQP,37383300
1583,JPC,103355000
1584,JPS,203780000
1585,JPT,6839180
1586,JPI,22761400
1587,NAD,211648992
1588,JRI,27469200
1589,JRS,28892500
1590,BXMX,104087000
1591,SPXX,17191800
1592,NIM,12445400
1593,NXP,16577800
1594,NXQ,17713700
1595,NXR,13045600
1596,NSL,38611500
1597,JSD,10085600
1598,NBB,27367900
1599,JTD,14484300
1600,JTA,13850900
1601,NPV,17878200
1602,NIQ,13097100
1603,NVT,170118000
1604,NVR,3720430
1605,OSH,240828992
1606,OAC,20125000
1607,OACB,25000000
1608,OXY,931209024
1609,OII,99304600
1610,OCN,8683990
1611,OFG,51347100
1612,OGE,200020000
1613,OI,156956000
1614,OIS,61031100
1615,ODC,5384560
1616,ORI,304063008
1617,OLN,157862000
1618,OHI,227004000
1619,OMC,214972992
1620,OGS,52920500
1621,OLP,20580900
1622,OCFT,369294016
1623,OMF,134322000
1624,OKE,444396992
1625,ONE,160860992
1626,ONTO,48831300
1627,OOMA,22400000
1628,OPY,12465100
1629,ORCL,3007160064
1630,ORAN,2656869888
1631,ORC,69296000
1632,OEC,60487100
1633,ORN,30415100
1634,IX,249544992
1635,ORA,51068600
1636,OSK,68106200
1637,OR,166867008
1638,SFTW,31625000
1639,OTIS,433195008
1640,OUT,144428992
1641,OSG,86337104
1642,OVV,259860992
1643,OMI,73512304
1644,OC,108233000
1645,ORCC,388228000
1646,OXM,16875800
1647,PCG,1984569984
1648,PKG,94830800
1649,PD,79530496
1650,PAGS,179076992
1651,PLTR,496529984
1652,PANW,94965200
1653,PAM,58220000
1654,PANA,14862500
1655,PARR,53977800
1656,PAR,21616700
1657,PGRE,220162000
1658,PKE,20381400
1659,PK,235612992
1660,PH,128800000
1661,PE,378663008
1662,PSN,100727000
1663,PRTY,110646000
1664,PAYC,57631000
1665,PBF,120128000
1666,PBFX,62351000
1667,BTU,97800000
1668,PSO,752974016
1669,PEB,130917000
1670,PBA,549942016
1671,PEI,79537200
1672,PFSI,72444200
1673,PMT,98789400
1674,PAG,80335696
1675,PNR,166346000
1676,PEN,36311200
1677,PFGC,133526000
1678,PDAC,0
1679,PKI,111974000
1680,PBT,46608800
1681,PVL,33000000
1682,PRT,12165700
1683,PRGO,136491008
1684,PSTH,200000000
1685,PRSP,160964000
1686,PTR,1830210048
1687,PBR,6522100224
1688,PFE,5558400000
1689,GHY,40923900
1690,ISD,33256700
1691,PGTI,58962800
1692,PM,1557319936
1693,PSX,436800000
1694,PSXP,228340000
1695,FENG,72907600
1696,DNK,182880000
1697,PHR,43722700
1698,PHX,22317100
1699,DOC,208230000
1700,PDM,126029000
1701,PCQ,18866100
1702,PCK,32135800
1703,PZC,22373700
1704,PCM,11628000
1705,PTY,100425000
1706,PCN,39926000
1707,PCI,146387008
1708,PDI,61820400
1709,NRGX,44707000
1710,PGP,10966900
1711,PHK,132113000
1712,PKO,19026000
1713,PFL,31218000
1714,PFN,71060000
1715,PMF,25916000
1716,PML,62920700
1717,PMX,33136000
1718,PNF,7826920
1719,PNI,11188500
1720,PYN,5728090
1721,RCS,43836500
1722,PING,81110896
1723,PINS,462676000
1724,PHD,24738200
1725,PHT,29231800
1726,MAV,23899000
1727,MHI,22771300
1728,PXD,164407008
1729,PIPR,17868200
1730,PBI,173108992
1731,PIC,23000000
1732,PJT,23798300
1733,PAA,728476992
1734,PAGP,187786000
1735,PLNT,81815104
1736,PLT,41246600
1737,AGS,35765800
1738,PHI,216056000
1739,PLYM,24714800
1740,PMVC,17500000
1741,PNC,423700992
1742,PNM,79653600
1743,PII,61700100
1744,POR,89510600
1745,PKX,318566016
1746,POST,67704304
1747,PSTL,9449350
1748,PPG,236204000
1749,PPL,768827008
1750,PQG,136338000
1751,PDS,13700000
1752,APTS,49900600
1753,PBH,50103800
1754,PVG,187254000
1755,PIAI,32408400
1756,PRI,39303300
1757,PRMW,160196992
1758,PGZ,6899800
1759,PRA,53889800
1760,PG,2479610112
1761,PGR,585598016
1762,PLD,739222976
1763,PUMP,100913000
1764,PRO,43435000
1765,PROS,43644100
1766,PB,92558600
1767,PRLB,26753500
1768,PFS,78572096
1769,PRU,396000000
1770,PUK,1304470016
1771,PSB,27482500
1772,TLK,990622016
1773,PEG,505848000
1774,PSA,174822000
1775,PHM,268094000
1776,PSTG,268212992
1777,PMM,48880000
1778,PIM,51191100
1779,PMO,34109700
1780,PPT,102518000
1781,NEW,87039504
1782,PVH,71093000
1783,PZN,16843600
1784,QTWO,53883200
1785,QEP,242220992
1786,QGEN,228748992
1787,QTS,64307100
1788,QUAD,40099700
1789,KWR,17831600
1790,NX,32805400
1791,PWR,138860992
1792,QD,253728992
1793,DGX,134766000
1794,QUOT,91005600
1795,RRD,71400000
1796,RMED,2919280
1797,RDN,191556992
1798,RFL,15031700
1799,RL,48222600
1800,RRC,256332992
1801,RNGR,8528760
1802,PACK,68999000
1803,RJF,136600000
1804,RYAM,63345000
1805,RYN,136518000
1806,RTX,1518720000
1807,RMAX,18557200
1808,RC,54466600
1809,RLGY,115457000
1810,O,350990016
1811,RLH,25464700
1812,RBAC,57500000
1813,RWT,111928000
1814,RBC,40595300
1815,RM,11335800
1816,RF,960444032
1817,RGS,35665800
1818,RGA,67937000
1819,RTP,69000000
1820,RS,63756300
1821,RELX,1931990016
1822,RNR,51216800
1823,SOL,51661400
1824,RENN,23219800
1825,RPLA,35937500
1826,RSG,318724992
1827,REZI,123495000
1828,RMD,144908000
1829,RFP,81533696
1830,QSR,303876992
1831,RPAI,214252992
1832,RVI,19829300
1833,REVG,63476200
1834,REV,53333100
1835,RVLV,25747200
1836,REX,6198480
1837,REXR,123790000
1838,RXN,120280000
1839,RH,19514200
1840,LEAP,41255000
1841,RNG,79327800
1842,RIO,1246790016
1843,RBA,109400000
1844,RAD,55224100
1845,RMM,19739500
1846,RMI,6373270
1847,RIV,9390000
1848,RSF,5774640
1849,OPP,13857900
1850,RLI,45055200
1851,RLJ,165022000
1852,RMG,23000000
1853,RHI,113980000
1854,RKT,115373000
1855,ROK,115967000
1856,RCI,393769984
1857,ROG,18675800
1858,ROL,327759008
1859,ROP,104872000
1860,RY,1422200064
1861,RCL,224338000
1862,RGT,10503500
1863,RMT,43098900
1864,RVT,100472000
1865,RES,215068000
1866,RPM,129937000
1867,RPT,80961904
1868,RYB,27586300
1869,R,53818800
1870,RYI,38117400
1871,RHP,54981300
1872,SPGI,240600000
1873,SBR,14579300
1874,SB,102175000
1875,SFE,20893100
1876,SAFE,53085600
1877,SAIL,90912496
1878,CRM,910000000
1879,SMM,17722400
1880,SBH,112852000
1881,SJT,46608800
1882,SBG,23000000
1883,SD,35928400
1884,SC,306071008
1885,SAP,1193650048
1886,SAR,11174300
1887,SSL,632286016
1888,BFS,23400000
1889,SCPE,17250000
1890,SLB,1392029952
1891,SNDR,94311696
1892,SWM,31323300
1893,SAIC,58164500
1894,SALT,12386900
1895,STNG,58000100
1896,SMG,55768800
1897,KTF,39500900
1898,KSM,11203900
1899,SRL,12554800
1900,SCU,22581100
1901,SCVX,23000000
1902,SE,487737984
1903,SA,67418800
1904,CKH,20372200
1905,SMHI,23362000
1906,SEE,155152992
1907,SEAS,78381800
1908,WTTR,86824096
1909,SEM,134763008
1910,SLQT,162632000
1911,SRE,288470016
1912,ST,157310000
1913,SXT,42357100
1914,SQNS,30312200
1915,SRG,38644700
1916,SCI,172744000
1917,NOW,195100000
1918,SFL,120907000
1919,SHAK,38499100
1920,SJR,490648000
1921,SHLX,393289984
1922,SHW,91049696
1923,FOUR,30023100
1924,SHG,477392992
1925,SHOP,110044000
1926,SSTK,36222700
1927,SBSW,731249984
1928,SIG,52343000
1929,SBOW,11936700
1930,SI,18629000
1931,SPG,305944992
1932,SSD,43421500
1933,SHI,108238000
1934,SITC,193220000
1935,SITE,44231000
1936,SIX,84977104
1937,TSLX,67628096
1938,SJW,28556200
1939,SKM,658886976
1940,SKX,135584000
1941,SKY,56638800
1942,SLG,72569600
1943,WORK,483126016
1944,SM,114573000
1945,SMAR,120610000
1946,SNN,437852000
1947,SNAP,1234710016
1948,SNA,54214600
1949,SNOW,38292000
1950,IPOB,41400000
1951,IPOC,82800000
1952,SQM,263196992
1953,SOGO,387591008
1954,SOI,29647100
1955,SWI,314041984
1956,SAH,30020600
1957,SON,100417000
1958,SNE,1233600000
1959,SOS,26074800
1960,SOR,8476470
1961,SJI,100590000
1962,SO,1056240000
1963,SCCO,773073024
1964,LUV,590273024
1965,SWX,56464900
1966,SWN,672766016
1967,SPE,8500970
1968,SR,51482400
1969,SPR,105624000
1970,SAVE,97678304
1971,SRC,108779000
1972,SPOT,187336000
1973,SRLP,22938400
1974,SII,24499800
1975,SPXC,44783300
1976,FLOW,42214100
1977,SQ,383806016
1978,SQZ,23972200
1979,JOE,58882500
1980,STAG,149230000
1981,SMP,22348300
1982,SXI,12380200
1983,SWK,160223008
1984,STN,112104000
1985,SGU,43741200
1986,SRT,40292800
1987,STWD,284688000
1988,STT,351956000
1989,SPLP,24948700
1990,SCS,88093696
1991,SCM,19486000
1992,SCL,22461400
1993,STE,85324000
1994,STL,194360992
1995,STC,26719300
1996,SF,68669296
1997,STM,903184000
1998,EDF,16582100
1999,EDI,9856760
2000,STON,117871000
2001,SRI,27005300
2002,STOR,263752000
2003,SYK,375606016
2004,MSC,110716000
2005,RGR,17495900
2006,SPH,62146400
2007,SMFG,6852349952
2008,INN,105709000
2009,SUM,114128000
2010,SMLP,3774990
2011,SUI,107563000
2012,SLF,584883968
2013,SXC,82768096
2014,SU,1525149952
2015,STG,168230000
2016,NOVA,93587400
2017,SUN,83089104
2018,SHO,215636000
2019,SUP,25591900
2020,SOAC,30000000
2021,SUZ,1349219968
2022,SWZ,13262000
2023,SWCH,118984000
2024,SBE,31411800
2025,SYF,583792000
2026,SNX,51544200
2027,SNV,147806000
2028,SYY,509359008
2029,SYX,37412400
2030,TWND,33421600
2031,TWN,7466650
2032,TSM,5186079744
2033,TAK,3126710016
2034,TAL,600387008
2035,TALO,73030000
2036,SKT,93453296
2037,TPR,277404992
2038,TRGP,229012992
2039,TGT,500617984
2040,TARO,38258100
2041,TTM,719494976
2042,TCO,61725400
2043,TMHC,129943000
2044,TRP,940000000
2045,TCP,71306400
2046,TSI,47746200
2047,TEL,330657984
2048,TISI,30627900
2049,FTI,449408000
2050,TECK,523297984
2051,TK,101107000
2052,TGP,86945296
2053,TNK,29100000
2054,TGNA,219242000
2055,TRC,26236900
2056,HQH,43083100
2057,THQ,41340400
2058,HQL,23494800
2059,THW,30102400
2060,TDOC,144960992
2061,TEO,430737984
2062,TDY,36881700
2063,TFX,46566700
2064,VIV,1688460032
2065,TEF,5250869760
2066,TDS,107051000
2067,TU,1290000000
2068,TDF,33804100
2069,EMF,16253200
2070,TEI,47998400
2071,GIM,134144000
2072,TPX,51588500
2073,TS,590268032
2074,TME,1677529984
2075,THC,105517000
2076,TNC,18473200
2077,TEN,61123400
2078,TDC,109300000
2079,TEX,69300000
2080,TMX,132107000
2081,TX,196308000
2082,TRNO,68372600
2083,TTI,125977000
2084,TEVA,1095970048
2085,TPL,7756160
2086,TGH,50947900
2087,TXT,228875008
2088,TFII,93362496
2089,AES,665131008
2090,AZEK,154635008
2091,BK,886136000
2092,BX,674006016
2093,CEE,6705940
2094,SCHW,1799779968
2095,COO,53340400
2096,GDV,90528704
2097,GRX,18111000
2098,GDL,14408300
2099,THG,36383800
2100,TRV,253308992
2101,TMO,396335008
2102,THR,33180500
2103,TPRE,95529504
2104,TRI,496968000
2105,THO,55366200
2106,TDW,40546600
2107,TIF,121369000
2108,TLYS,22413600
2109,TIMB,484206016
2110,TKR,75356200
2111,TMST,45152000
2112,TWI,61377000
2113,TJX,1199059968
2114,TOL,126183000
2115,TR,39336100
2116,BLD,33024400
2117,TTC,107297000
2118,TD,1812099968
2119,SNPR,34500000
2120,NDP,1846000
2121,TYG,13334200
2122,TEAF,13491000
2123,NTG,6320840
2124,TTP,2504100
2125,TPZ,6951330
2126,TOT,2628709888
2127,TSQ,14330200
2128,TM,1397980032
2129,TRTX,76756800
2130,TT,240124992
2131,TAC,274200000
2132,TCI,8717770
2133,TDG,54435900
2134,RIG,614612992
2135,TGS,151122000
2136,TRU,190300000
2137,TREB,51750000
2138,TREC,24817200
2139,TG,33497800
2140,THS,56509200
2141,TREX,115787000
2142,TY,53260900
2143,TPH,126825000
2144,TRNE,30015000
2145,TNET,66633700
2146,TRN,114162000
2147,TSE,38310300
2148,TPVG,30827700
2149,GTS,23430200
2150,TRTN,68607104
2151,TGI,52110700
2152,TROX,143556992
2153,TBI,35472800
2154,TFC,1348120064
2155,TNP,18781000
2156,TUFN,35796800
2157,TUP,49175000
2158,TKC,873241984
2159,TPB,19164100
2160,TRQ,201231008
2161,TPC,50827200
2162,TWLO,149784000
2163,TWTR,795350016
2164,TWO,273700000
2165,TYL,40326900
2166,TSN,294126016
2167,USB,1506439936
2168,USPH,12850400
2169,SLCA,73950000
2170,USX,33936200
2171,UBER,1763769984
2172,UI,62788000
2173,UBS,3587940096
2174,UDR,294481984
2175,UGI,208320992
2176,UGP,1088230016
2177,UMH,41709500
2178,UA,231684000
2179,UAA,188534000
2180,UFI,18453900
2181,UNF,15254300
2182,UN,2621299968
2183,UL,2621299968
2184,UNP,673868992
2185,UIS,63037900
2186,UMC,2484400128
2187,UNFI,54691000
2188,UPS,715217024
2189,URI,72136600
2190,USM,53029600
2191,X,220376000
2192,UNH,948820992
2193,UTL,15007100
2194,U,270776992
2195,UNVR,169100000
2196,UVV,24514900
2197,UHT,13770500
2198,UHS,77724496
2199,UVE,31334100
2200,UTI,32610700
2201,UNM,203662000
2202,UE,116701000
2203,UBA,29994400
2204,UBP,10072500
2205,USFD,220848992
2206,USAC,96903504
2207,USNA,21037900
2208,USDP,26844300
2209,BIF,98271000
2210,UTZ,59371200
2211,VFC,390004000
2212,EGY,57456100
2213,MTN,40249100
2214,VALE,5129909760
2215,VLO,407788992
2216,VHI,28273100
2217,VMI,21252800
2218,VVV,185035008
2219,VAPO,25661200
2220,VAR,91161296
2221,VGR,153292992
2222,VEC,11624600
2223,VEDL,929299008
2224,VEEV,135724992
2225,VEL,20087500
2226,VNTR,106742000
2227,VTR,374571008
2228,VNE,111595000
2229,VER,1091709952
2230,VRTV,15893600
2231,VZ,4138089984
2232,VET,158300000
2233,VRS,33723100
2234,VCIF,10380000
2235,VRT,328412992
2236,VIAO,22653500
2237,VVI,20428400
2238,VICI,536670016
2239,VNCE,11795900
2240,VIPS,677324032
2241,SPCE,234342000
2242,VHC,71058600
2243,VGI,11307500
2244,ZTR,47375600
2245,V,1683000064
2246,VSH,132561000
2247,VPG,12552400
2248,VIST,87652800
2249,VSTO,58235600
2250,VST,488780000
2251,VVNT,198470000
2252,VMW,112905000
2253,VOC,17000000
2254,VCRA,32493400
2255,VNT,168379008
2256,VNO,191260992
2257,IAE,11898900
2258,IHD,19039300
2259,VOYA,126268000
2260,IGA,18229300
2261,IGD,96678400
2262,IDE,19073700
2263,IID,8325150
2264,IRR,22347900
2265,PPR,145367008
2266,VMC,132511000
2267,WTI,141778000
2268,WPC,175398000
2269,WRB,178220992
2270,GRA,66190300
2271,GWW,53668000
2272,WNC,52950200
2273,WDR,65163700
2274,WD,31227500
2275,WMT,2833750016
2276,DIS,1807059968
2277,HCC,51186200
2278,WPG,187435008
2279,WRE,82372400
2280,WCN,262898000
2281,WM,422606016
2282,WAT,62047700
2283,WSO,32846300
2284,WTS,27433900
2285,W,72811800
2286,WBS,90201200
2287,WEC,315435008
2288,WEI,70461504
2289,WRI,128143000
2290,WMK,26898400
2291,WBT,141516000
2292,WFC,4134490112
2293,EOD,43803400
2294,WELL,417304992
2295,WCC,50042800
2296,WST,73927200
2297,WAL,100829000
2298,WEA,11863300
2299,TLI,9876920
2300,EMD,60746000
2301,GDO,14938400
2302,EHI,43867500
2303,HIX,84238896
2304,HIO,127026000
2305,HYI,22651400
2306,SBI,14082300
2307,IGI,10839500
2308,PAI,9503290
2309,MMU,43367900
2310,WMC,60812700
2311,DMO,10517000
2312,MTT,12200400
2313,MHF,21632900
2314,MNP,9719060
2315,GFY,4668410
2316,WIW,61184100
2317,WIA,29152800
2318,WES,416196000
2319,WU,411120992
2320,WAB,190326000
2321,WLK,127722000
2322,WLKP,35194500
2323,WBK,3610370048
2324,WRK,259636000
2325,WHG,8373140
2326,WEX,44130000
2327,WY,746422976
2328,WPM,449280000
2329,WHR,62546900
2330,WTM,3102010
2331,WSR,42354300
2332,WLL,38051200
2333,WOW,86845000
2334,WMB,1213590016
2335,WSM,77799904
2336,WGO,33753600
2337,WIT,5692680192
2338,WNS,49990600
2339,WWW,82071800
2340,WF,240756000
2341,WK,39896700
2342,INT,63502000
2343,WWE,46695000
2344,WOR,54375700
2345,WPP,245066000
2346,WPX,561020032
2347,WYND,85861296
2348,WH,93161000
2349,XYF,53502900
2350,XFLT,12760200
2351,XHR,113731000
2352,XRX,198384992
2353,XIN,53694700
2354,XPEV,719742976
2355,XPO,91415696
2356,XYL,180232000
2357,YALA,143230000
2358,AUY,952620992
2359,YELP,73996096
2360,YETI,87082304
2361,YEXT,119611000
2362,YRD,92806496
2363,DAO,111768000
2364,YPF,393312992
2365,YAC,34500000
2366,YUMC,419344000
2367,YUM,301668000
2368,ZEN,116677000
2369,ZBH,207278000
2370,ZTS,475268000
2371,ZTO,855300992
2372,ZUO,105300000
2373,ZYME,45627300
2374,TXG,80156096
2375,YI,82359400
2376,PIH,4957360
2377,PIHPP,5992430
2378,TURN,31121600
2379,ATNF,24383300
2380,FLWS,36285100
2381,BCOW,4769950
2382,ONEM,133013000
2383,FCCY,10237900
2384,SRCE,25553600
2385,VNET,132923000
2386,TWOU,72068896
2387,QFIN,151354000
2388,KRKR,37494300
2389,FVAM,8000000
2390,JOBS,67159504
2391,ETNB,19878900
2392,EGHT,106321000
2393,NMTR,150324992
2394,JFU,195191008
2395,AAON,52242100
2396,ABCM,226552000
2397,ABEO,98527696
2398,ABMD,45189900
2399,AXAS,8403460
2400,ABST,48777800
2401,ACIU,71741296
2402,ACIA,42144000
2403,ACTG,49279500
2404,ASO,89910600
2405,ACHC,88991200
2406,ACAD,158978000
2407,ACAM,30557300
2408,ACAMU,0
2409,ACST,96892496
2410,AXDX,57029700
2411,XLRN,60252000
2412,ACCD,55039200
2413,ARAY,91273696
2414,ACEV,23000000
2415,ACRX,90477600
2416,ACER,12285000
2417,ACHV,3587200
2418,ACIW,116762000
2419,ACRS,42919300
2420,ACMR,16662200
2421,ACNB,8703310
2422,ACOR,47962400
2423,ATVI,772857024
2424,AFIB,27846100
2425,ADMS,28520500
2426,ADMP,93657600
2427,AHCO,63882200
2428,ADAP,154779008
2429,ADPT,136772000
2430,ADXN,4459050
2431,ADUS,15808700
2432,AEY,11788900
2433,ADIL,14218100
2434,ACET,19600600
2435,ADTX,12279700
2436,ADMA,94548000
2437,ADBE,479719008
2438,ADTN,47956200
2439,ADES,18547900
2440,AEIS,38272700
2441,AMD,1202710016
2442,ADV,313424992
2443,ADXS,66227500
2444,ADVM,97331600
2445,AEGN,30772900
2446,AGLE,47937100
2447,AEHR,23310300
2448,AMTX,21815700
2449,AERI,46814800
2450,AVAV,24104300
2451,ARPO,47111700
2452,AIH,23612900
2453,AEZS,62678600
2454,AEMD,12088300
2455,AFMD,88326000
2456,AFYA,45168500
2457,AGBA,5975000
2458,AGEN,190148992
2459,AGRX,87434600
2460,AGYS,23591200
2461,AGIO,69259800
2462,AGMH,21791100
2463,AGNC,545212032
2464,AGNCM,477832000
2465,AGNCN,477832000
2466,API,99224496
2467,AGFS,53055000
2468,AIKI,34920200
2469,ALRN,40684600
2470,AIRT,2881850
2471,AIRTP,3044420
2472,ATSG,59589800
2473,AIRG,9767960
2474,ANTE,12566500
2475,AKAM,162704992
2476,AKTX,38473300
2477,AKBA,144539008
2478,KERN,19685900
2479,AKRO,34721800
2480,AKER,8859870
2481,AKUS,34382700
2482,AKTS,38627800
2483,AKU,70178400
2484,ALRM,49112100
2485,ALSK,53822500
2486,ALAC,4616240
2487,ALACU,2500000
2488,ALACW,2500000
2489,ALBO,19077200
2490,ALDX,38820300
2491,ALEC,79242704
2492,ALRS,17121900
2493,ALXN,218844992
2494,ALCO,7486110
2495,ALGN,78850400
2496,ALGS,33797800
2497,ALIM,5131740
2498,ALYA,51070100
2499,ALJJ,42172800
2500,ALKS,159150000
2501,ALLK,52503300
2502,ABTX,20447500
2503,ALGT,16389500
2504,ALGM,193182000
2505,ALNA,38291000
2506,ARLP,127195000
2507,LNT,249644000
2508,AESE,35110800
2509,AHPI,4013540
2510,AMOT,9757690
2511,ALLO,140280000
2512,ALLT,35212500
2513,ALVR,61659500
2514,MDRX,157982000
2515,ALNY,116181000
2516,AOSL,25487400
2517,GOOG,329867008
2518,GOOGL,300644000
2519,ATEC,78425296
2520,ALPN,23803200
2521,ALTA,18803400
2522,ALTR,43242200
2523,ATHE,18083400
2524,ALT,33071000
2525,ASPS,15649700
2526,AIMC,64714000
2527,ALTM,3746460
2528,ALXO,37107500
2529,AMAL,31049500
2530,AMRN,388828992
2531,AMRK,7090070
2532,AMZN,500889984
2533,AMBC,45809100
2534,AMBA,34614300
2535,AMCX,29754800
2536,AMCI,9061140
2537,AMCIU,5000000
2538,DOX,133019000
2539,AMED,32810500
2540,AMTB,28858900
2541,AMTBB,13286100
2542,UHAL,19607800
2543,AMRH,7491540
2544,ATAX,60545200
2545,AMOV,3351689984
2546,AAL,566489984
2547,AEP,496390016
2548,AFIN,108837000
2549,AFINP,0
2550,AMNB,10971200
2551,ANAT,26887200
2552,AOUT,13975100
2553,APEI,14809200
2554,AREC,35602400
2555,AMRB,5937530
2556,AMSWA,30658800
2557,AMSC,27603100
2558,AVCT,19753100
2559,AMWD,16993300
2560,CRMT,6842070
2561,ABCB,69490496
2562,AMSF,19331100
2563,ASRV,17058600
2564,ATLO,9122750
