,date,ticker,at,op,so
116,2019-06-30,STEP,,32578000.0,
117,2019-06-30,SXTC,23045943.0,-110377.0,23224.0
118,2019-06-30,UK,5377347000.0,-115607000.0,62000.0
119,2019-06-30,WAFU,13306781.0,-518831.0,43810.0
120,2019-06-30,ZKIN,78402367.0,2059742.0,
121,2019-07-31,AOUT,,-7219000.0,
122,2019-07-31,ASAN,,-15880000.0,
123,2019-07-31,ATIF,12342594.0,-452319.0,37075.0
124,2019-07-31,AVO,,37387000.0,
125,2019-07-31,BSD,178897361.0,1621433.0,94243839.0
126,2019-07-31,CGO,155890097.0,695426.0,109869046.0
127,2019-07-31,EVG,354262682.0,3899420.0,178806.0
128,2019-07-31,EVT,2238753144.0,14035229.0,732989.0
129,2019-07-31,GLO,609343403.0,702601.0,328168648.0
130,2019-07-31,IHT,18436443.0,-413341.0,22853729.0
131,2019-07-31,MFGP,14294800000.0,160450000.0,47200000.0
132,2019-07-31,MUS,299770032.0,2417376.0,168134858.0
133,2019-07-31,NCNO,,-7947000.0,
134,2019-07-31,PMO,660316915.0,5172105.0,418376702.0
135,2019-07-31,UTG,2227987836.0,8677283.0,1139967949.0
136,2019-08-28,LUB,186000000.0,-5231000.0,9753000.0
137,2019-08-31,CEV,161991999.0,1201128.0,71336.0
138,2019-08-31,DCT,467277000.0,-1572000.0,389066000.0
139,2019-08-31,DSM,644472107.0,5870474.0,49411.0
140,2019-08-31,FRA,767538451.0,9569361.0,564639181.0
141,2019-08-31,MNP,246916254.0,1452124.0,9719.0
142,2019-08-31,NRIX,,-2612000.0,
143,2019-08-31,OGI,428525000.0,-27090000.0,318125000.0
144,2019-08-31,ONE,6071475000.0,76359000.0,42000.0
145,2019-08-31,ORMP,34663000.0,-2345000.0,208000.0
146,2019-08-31,PFD,241580230.0,3052479.0,112434.0
147,2019-08-31,PHD,461715070.0,5504228.0,344939989.0
148,2019-08-31,PIXY,23796000.0,-4318000.0,
149,2019-08-31,SBI,,4678266.0,
150,2019-08-31,TRX,38118925.0,-23546829.0,142251909.0
151,2019-09-24,GTIM,59905000.0,-1247000.0,13000.0
152,2019-09-27,ALGM,,15061000.0,
153,2019-09-27,J,11462711000.0,115330000.0,132879000.0
154,2019-09-27,JOUT,436444000.0,1923000.0,504000.0
155,2019-09-28,ARKR,94652000.0,1120000.0,35000.0
156,2019-09-28,BDL,68755000.0,1827000.0,420000.0
157,2019-09-28,BGI,212693000.0,-1025500.0,93358000.0
158,2019-09-28,BLBD,365413000.0,28526000.0,3000.0
159,2019-09-28,IMKTA,1867328368.0,38103253.0,1012989.0
160,2019-09-28,LESL,479721000.0,60137000.0,
161,2019-09-28,MCFE,,52000000.0,
162,2019-09-28,MTSC,1297977000.0,51936000.0,4781000.0
163,2019-09-28,TCCO,2917261.0,1032221.0,185041.0
164,2019-09-29,GD,48788000000.0,1203000000.0,482000000.0
165,2019-09-29,LEE,555202000.0,21999000.0,577000.0
166,2019-09-29,MAXN,,-28806000.0,
167,2019-09-29,VITL,,1184000.0,
168,2019-09-30,ABCM,622400000.0,13300000.0,400000.0
169,2019-09-30,ACET,,-15225000.0,
170,2019-09-30,ADCT,,-32843000.0,
171,2019-09-30,ADNT,10342000000.0,11000000.0,1848000000.0
172,2019-09-30,AEG,440348000000.0,475000000.0,323000000.0
173,2019-09-30,AEHL,362283000.0,88173500.0,397000.0
174,2019-09-30,AEY,36828344.0,-1617023.0,108620.0
175,2019-09-30,AFIB,,-15464000.0,
176,2019-09-30,AFYA,2956568000.0,51172000.0,17000.0
177,2019-09-30,AIF,397993205.0,5448802.0,275624904.0
178,2019-09-30,AIH,942077000.0,7493000.0,306000.0
179,2019-09-30,AKTX,10669758.0,-3117320.0,30123701.0
180,2019-09-30,AKUS,,-5264000.0,
181,2019-09-30,ALCO,417388000.0,12265000.0,8416000.0
182,2019-09-30,ALJJ,231177000.0,-314000.0,422000.0
183,2019-09-30,ALVR,,-8478000.0,
184,2019-09-30,ALXO,,-3034000.0,
185,2019-09-30,AMBO,1097878000.0,-32297000.0,819000.0
186,2019-09-30,AMHC,102750.0,-1000.0,288.0
187,2019-09-30,AMTI,,-7898000.0,
188,2019-09-30,AMWL,,-25749000.0,
189,2019-09-30,AMYT,,-3000000.0,
190,2019-09-30,ANTE,97706000.0,-11868500.0,128000.0
191,2019-09-30,APDN,3564735.0,-1863845.0,1200.0
192,2019-09-30,APG,,25000000.0,
193,2019-09-30,API,,-1153000.0,
194,2019-09-30,APM,23954218.0,-4995165.0,29035116.0
195,2019-09-30,APTX,120330000.0,-15348000.0,337000.0
196,2019-09-30,APWC,303800000.0,421000.0,138000.0
197,2019-09-30,ARCE,1531650000.0,-61241000.0,10000.0
198,2019-09-30,ARRY,,30317000.0,
199,2019-09-30,ATHA,,-1535000.0,
200,2019-09-30,ATHE,14485720.0,-2891108.0,156922052.0
201,2019-09-30,ATHM,17627549000.0,640546000.0,13493091000.0
202,2019-09-30,ATV,86008090.0,1357507.0,918844.0
203,2019-09-30,AU,6863000000.0,191000000.0,17000000.0
204,2019-09-30,AUVI,,435523.0,
205,2019-09-30,AVIR,22073000.0,-4259000.0,10000.0
206,2019-09-30,AVXL,25329373.0,-3880528.0,52652.0
207,2019-09-30,AYLA,,-4957000.0,
208,2019-09-30,AZPN,1021657000.0,47304000.0,10372000.0
209,2019-09-30,AZYO,,-1847000.0,
210,2019-09-30,BASI,41980000.0,943000.0,2589000.0
211,2019-09-30,BBAR,414077175000.0,10543710000.0,612660000.0
212,2019-09-30,BBIG,28633331.0,-2307736.0,6034.0
213,2019-09-30,BBL,102290000000.0,4390500000.0,2168000000.0
214,2019-09-30,BDSX,41633000.0,-5375000.0,1000.0
215,2019-09-30,BEKE,,399668000.0,
216,2019-09-30,BHAT,58815689.0,3095288.0,35141.0
217,2019-09-30,BHP,102290000000.0,4390500000.0,2168000000.0
218,2019-09-30,BIGC,,-10277000.0,
219,2019-09-30,BKT,614203209.0,5061359.0,465930125.0
220,2019-09-30,BLI,,-4278000.0,
221,2019-09-30,BLRX,57225000.0,-6643000.0,4129000.0
222,2019-09-30,BMA,402656506000.0,11630181000.0,639398000.0
223,2019-09-30,BME,453354684.0,66538.0,292148150.0
224,2019-09-30,BNSO,21680000.0,-507500.0,17000.0
225,2019-09-30,BNTC,,-1166000.0,
226,2019-09-30,BOSC,25741000.0,-110000.0,12885000.0
227,2019-09-30,BQ,,-31360000.0,
228,2019-09-30,BRN,18302000.0,-1266000.0,4223000.0
229,2019-09-30,BROG,307252460.0,7711591.0,8804.0
230,2019-09-30,BRQS,56798000.0,-13471000.0,
231,2019-09-30,BSL,386729971.0,5812010.0,286827387.0
232,2019-09-30,BSY,,42778000.0,
233,2019-09-30,BTBT,4516533.0,-2167439.0,153992.0
234,2019-09-30,BTI,141005000000.0,2926000000.0,614000000.0
235,2019-09-30,BUR,2651984000.0,8115500.0,596454000.0
236,2019-09-30,BVXV,119336000.0,-18923000.0,
237,2019-09-30,BWMX,,209949000.0,
238,2019-09-30,CAN,1596091000.0,73547000.0,1000.0
239,2019-09-30,CANF,11751000.0,-2791000.0,8153000.0
240,2019-09-30,CANG,7868940617.0,97219117.0,204260.0
241,2019-09-30,CARR,,753000000.0,
242,2019-09-30,CBPO,1892808285.0,52993599.0,4190.0
243,2019-09-30,CBT,3004000000.0,74000000.0,57000000.0
244,2019-09-30,CCCC,,-10001000.0,
245,2019-09-30,CCEP,18685000000.0,412500000.0,5000000.0
246,2019-09-30,CCM,4297445000.0,-106988500.0,105000.0
247,2019-09-30,CCRC,98562742.0,3631860.0,18330.0
248,2019-09-30,CD,,-27264000.0,
249,2019-09-30,CDAK,,-21230000.0,
250,2019-09-30,CEI,31187717.0,59354.0,1049.0
251,2019-09-30,CEO,757731000000.0,20828500000.0,43081000000.0
252,2019-09-30,CERE,,-26985000.0,
253,2019-09-30,CETX,44392697.0,118943.0,3963.0
254,2019-09-30,CGA,463098420.0,-6812900.0,4977.0
255,2019-09-30,CHNR,8298000.0,-1346000.0,312081000.0
256,2019-09-30,CHPM,349075.0,-1445.0,719.0
257,2019-09-30,CLEU,6853140.0,164166.0,5000.0
258,2019-09-30,CLGN,12866000.0,-1653000.0,1583000.0
259,2019-09-30,CLPS,40538899.0,621139.0,1425.0
260,2019-09-30,CLSK,23434252.0,-2894369.0,4679.0
261,2019-09-30,CLWT,22213000.0,20000.0,123000.0
262,2019-09-30,CMCM,7849263000.0,-254679000.0,224000.0
263,2019-09-30,CMPI,,-6284000.0,
264,2019-09-30,CMPS,,-5742000.0,
265,2019-09-30,CMPX,,-8383000.0,
266,2019-09-30,CNTG,73787000.0,-3375000.0,322000.0
267,2019-09-30,COGT,,-12036000.0,
268,2019-09-30,CRESY,560829000000.0,5604000000.0,486000000.0
269,2019-09-30,CRH,37310000000.0,412500000.0,272000000.0
270,2019-09-30,CRSR,,12062000.0,
271,2019-09-30,CSCW,52831216.0,-3077650.0,7851.0
272,2019-09-30,CSPI,59369000.0,-215000.0,42000.0
273,2019-09-30,CTXR,28986394.0,-3657206.0,28930.0
274,2019-09-30,CURI,,-10104000.0,
275,2019-09-30,CVM,27622994.0,-5643945.0,352318.0
276,2019-09-30,CVU,153621126.0,2368108.0,11838.0
277,2019-09-30,CYAD,89836000.0,-6477500.0,48513000.0
278,2019-09-30,CYD,,175828000.0,
279,2019-09-30,DADA,,-500921000.0,
280,2019-09-30,DBVT,154289000.0,-31506000.0,3616000.0
281,2019-09-30,DEO,31733000000.0,1252500000.0,743000000.0
282,2019-09-30,DJCO,237376000.0,-359000.0,14000.0
283,2019-09-30,DL,355350000.0,20745000.0,13000.0
284,2019-09-30,DLHC,129258000.0,3394000.0,12000.0
285,2019-09-30,DMS,,5195000.0,
286,2019-09-30,DNB,,17200000.0,
287,2019-09-30,DNK,7674432000.0,-795851000.0,35000.0
288,2019-09-30,DOGZ,71757074.0,-118761.0,51827.0
289,2019-09-30,DRD,4365600000.0,241150000.0,2884900000.0
290,2019-09-30,DSX,1112105000.0,8940000.0,603919000.0
291,2019-09-30,DXF,663748000.0,6304500.0,326000.0
292,2019-09-30,DXR,14201069.0,-5465.0,53166.0
293,2019-09-30,DYN,,-3629000.0,
294,2019-09-30,EDTK,45816287.0,3409908.0,1800.0
295,2019-09-30,EH,182135000.0,-10580000.0,38000.0
296,2019-09-30,ELLO,342373000.0,131000.0,21998000.0
297,2019-09-30,ELP,36725194000.0,913127000.0,10800000000.0
298,2019-09-30,EMKR,109562000.0,-14267000.0,739926000.0
299,2019-09-30,ENX,399836427.0,2892918.0,181183.0
300,2019-09-30,EQOS,15713746.0,-6947168.0,30137136.0
301,2019-09-30,ESGC,356453000.0,-32740000.0,116000.0
302,2019-09-30,ESLT,7243477000.0,101688000.0,2161030000.0
303,2019-09-30,EZPW,1083702000.0,7481000.0,556000.0
304,2019-09-30,FAMI,30482631.0,825205.0,12590.0
305,2019-09-30,FBRX,,-684000.0,
306,2019-09-30,FFHL,464142000.0,5271000.0,13323000.0
307,2019-09-30,FHTX,22342000.0,-14143000.0,1000.0
308,2019-09-30,FIII,,,
309,2019-09-30,FLR,7883707000.0,57739000.0,1399000.0
310,2019-09-30,FMTX,,-31206000.0,
311,2019-09-30,FORD,16094352.0,-1491928.0,95338.0
312,2019-09-30,FOUR,,2500000.0,
313,2019-09-30,FREE,304231566.0,8461000.0,899.0
314,2019-09-30,FRO,3588440000.0,8774000.0,192616000.0
315,2019-09-30,FROG,,-2864000.0,
316,2019-09-30,FSR,,-4699734.0,
317,2019-09-30,FSRV,132091.0,-1000.0,575.0
318,2019-09-30,FUSN,,-4160000.0,
319,2019-09-30,FWP,78165000.0,-1027500.0,152000.0
320,2019-09-30,GAN,,-1662000.0,
321,2019-09-30,GASS,961768364.0,5363228.0,445496.0
322,2019-09-30,GATO,154295000.0,-2593500.0,80000.0
323,2019-09-30,GB,1261959000.0,18576000.0,341000.0
324,2019-09-30,GBDC,4394863000.0,39055000.0,133000.0
325,2019-09-30,GBIO,,-16333000.0,
326,2019-09-30,GDRX,,37844000.0,
327,2019-09-30,GENC,165372000.0,-546000.0,1459000.0
328,2019-09-30,GENE,4343606.0,-1320230.0,127807987.0
329,2019-09-30,GFI,6561300000.0,211250000.0,3622500000.0
330,2019-09-30,GGAL,658248146000.0,14141949000.0,1426765000.0
331,2019-09-30,GHG,3594852124.0,152578796.0,335060909.0
332,2019-09-30,GHLD,2607413000.0,52770000.0,93000.0
333,2019-09-30,GLBS,86477000.0,4000.0,18000.0
334,2019-09-30,GLEO,82589.0,-18915.0,300.0
335,2019-09-30,GLNG,4717616000.0,23120000.0,101303000.0
336,2019-09-30,GLSI,,-336013.0,
337,2019-09-30,GNFT,309853000.0,-6948500.0,9715000.0
338,2019-09-30,GNRS,166542.0,-1623.0,431.0
339,2019-09-30,GNSS,47119983.0,-275357.0,330.0
340,2019-09-30,GOCO,,-79571000.0,
341,2019-09-30,GRAY,,-10365000.0,
342,2019-09-30,GRCY,,,
343,2019-09-30,GRF,37584383.0,106785.0,4074.0
344,2019-09-30,GRNV,435900.0,-1074.0,14.0
345,2019-09-30,GSMG,70095000.0,7196000.0,20000.0
346,2019-09-30,GSUM,944185000.0,-109635000.0,231000.0
347,2019-09-30,GTT,4689700000.0,34400000.0,
348,2019-09-30,GVA,2633773000.0,18008000.0,468000.0
349,2019-09-30,HAPP,71315498.0,4911122.0,11500.0
350,2019-09-30,HCM,454092000.0,-35941000.0,66679000.0
351,2019-09-30,HFEN,38570814.0,-380404.0,10001.0
352,2019-09-30,HGSH,347893213.0,4347615.0,45050.0
353,2019-09-30,HKIB,7086734967.0,364722373.0,183438.0
354,2019-09-30,HLG,2901051000.0,120407000.0,268000.0
355,2019-09-30,HMY,38054000000.0,812000000.0,29551000000.0
356,2019-09-30,HNNA,110208000.0,3519000.0,17673000.0
357,2019-09-30,HOFV,,-4801931.0,
358,2019-09-30,HPK,,-1009000.0,
359,2019-09-30,HRMY,,-29804000.0,
360,2019-09-30,HTHT,43687000000.0,703000000.0,
361,2019-09-30,HUD,2673100000.0,59100000.0,100000.0
362,2019-09-30,HUSN,5569057.0,-3516513.0,22114.0
363,2019-09-30,HX,133315328.0,-9642944.0,4998.0
364,2019-09-30,HYLN,,-204082.0,
365,2019-09-30,IBEX,,4593000.0,
366,2019-09-30,ICLK,275538000.0,-2291000.0,29000.0
367,2019-09-30,IDXG,74673000.0,-6211000.0,383000.0
368,2019-09-30,IESC,445258000.0,13784000.0,220000.0
369,2019-09-30,IGIC,,8400000.0,
370,2019-09-30,IGR,1236788300.0,3650399.0,116590.0
371,2019-09-30,IH,168315000.0,-2739500.0,149000.0
372,2019-09-30,IHG,3976000000.0,183500000.0,52000000.0
373,2019-09-30,III,220727000.0,5654000.0,48000.0
374,2019-09-30,IMAB,1839635000.0,-306441000.0,6000.0
375,2019-09-30,IMMP,42955491.0,-3177435.0,221344161.0
376,2019-09-30,IMNM,,-2720000.0,
377,2019-09-30,IMRA,,-6882000.0,
378,2019-09-30,IMRN,8371696.0,-744081.0,62132784.0
379,2019-09-30,IMTE,19946276.0,-2601650.0,18902029.0
380,2019-09-30,INAB,1130000.0,-1353000.0,1000.0
381,2019-09-30,INBX,,-13047000.0,
382,2019-09-30,INDO,21155337.0,-549951.0,19636.0
383,2019-09-30,INZY,,-4320000.0,
384,2019-09-30,IPHA,401361000.0,-18254000.0,3941000.0
385,2019-09-30,IPV,33587.0,-1000.0,600.0
386,2019-09-30,ISSC,38557025.0,873033.0,19006.0
387,2019-09-30,ITOS,,-7511000.0,
388,2019-09-30,IVA,56960000.0,-4827500.0,268000.0
389,2019-09-30,JFIN,872400000.0,83470000.0,
390,2019-09-30,JFU,11404152000.0,-8761000.0,2000.0
391,2019-09-30,JG,971407000.0,-54577000.0,48000.0
392,2019-09-30,JIH,406136.0,-1179.0,863.0
393,2019-09-30,JKS,45026768000.0,638791000.0,25000.0
394,2019-09-30,JOB,124481000.0,905000.0,
395,2019-09-30,JRJC,89883000.0,-2286000.0,27732000.0
396,2019-09-30,JRS,462297156.0,2768656.0,288925.0
397,2019-09-30,JT,1836864000.0,-125886000.0,286000.0
398,2019-09-30,JUPW,,-127032.0,
399,2019-09-30,KBNT,,-963190.0,
400,2019-09-30,KBSF,61088780.0,-376851.0,259.0
401,2019-09-30,KDNY,,-19191000.0,
402,2019-09-30,KEN,1651000000.0,18000000.0,602000000.0
403,2019-09-30,KRKR,703480000.0,-22781000.0,147000.0
404,2019-09-30,KRON,,-4323000.0,
405,2019-09-30,KROS,,-2326000.0,
406,2019-09-30,KTOV,14718000.0,-1618500.0,
407,2019-09-30,KXIN,54390000.0,-25527000.0,5000.0
408,2019-09-30,KYMR,,-11861000.0,
409,2019-09-30,KZIA,20499710.0,-2947515.0,40380057.0
410,2019-09-30,LAIX,1009708000.0,-214533000.0,327000.0
411,2019-09-30,LEGN,,-30695000.0,
412,2019-09-30,LEO,867129688.0,8027573.0,62196.0
413,2019-09-30,LITB,97746000.0,-370000.0,11000.0
414,2019-09-30,LKCO,117896169.0,-10442530.0,2090816.0
415,2019-09-30,LLIT,2333953.0,-636279.0,48630.0
416,2019-09-30,LMND,,-31000000.0,
417,2019-09-30,LOAK,,-112334.0,
418,2019-09-30,LOV,332042000.0,-2057000.0,2662000.0
419,2019-09-30,LPRO,,14817000.0,
420,2019-09-30,LQDT,187283000.0,-3675000.0,34000.0
421,2019-09-30,LRMR,,-8628000.0,
422,2019-09-30,LSF,,-2410955.0,
423,2019-09-30,LTRN,,-669652.0,
424,2019-09-30,LUMO,8079000.0,-2698000.0,1000.0
425,2019-09-30,LUNG,,-3613000.0,
426,2019-09-30,LX,,960615000.0,
427,2019-09-30,LYL,10885700.0,-83757.0,1142.0
428,2019-09-30,LYRA,,-4226000.0,
429,2019-09-30,MCC,486266642.0,-2900755.0,54474.0
430,2019-09-30,MCMJ,106053.0,-210930.0,357.0
431,2019-09-30,MDGS,13334000.0,-1114500.0,22802000.0
432,2019-09-30,MDJH,9432829.0,457902.0,11641.0
433,2019-09-30,MEG,,-971000.0,
434,2019-09-30,MESA,1451917000.0,30453000.0,238504000.0
435,2019-09-30,MFH,8172000.0,377000.0,21000.0
436,2019-09-30,MKD,381027000.0,-31610000.0,98000.0
437,2019-09-30,MOHO,159784000.0,2667000.0,1000.0
438,2019-09-30,MOMO,21290311000.0,993119000.0,12543323000.0
439,2019-09-30,MOXC,2525632.0,-387293.0,16191.0
440,2019-09-30,MP,101794000.0,1761000.0,20500000.0
441,2019-09-30,MPLN,,81109000.0,
442,2019-09-30,MREO,86449000.0,-11141378.0,294000.0
443,2019-09-30,MSGE,,-68455000.0,
444,2019-09-30,MTC,6208545.0,-453699.0,56070.0
445,2019-09-30,MTCR,,-8716000.0,
446,2019-09-30,MTP,30895000.0,-2197000.0,23000.0
447,2019-09-30,MTSL,7101000.0,-69000.0,44000.0
448,2019-09-30,MYT,19910571.0,-739509.0,3618.0
449,2019-09-30,NARI,,893000.0,
450,2019-09-30,NCTY,181459156.0,-43606130.0,7969808.0
451,2019-09-30,NEWA,78060196.0,3483423.0,10809.0
452,2019-09-30,NFH,296780395.0,-9213499.0,1287.0
453,2019-09-30,NHLD,81207000.0,4180000.0,263000.0
454,2019-09-30,NISN,84799257.0,1275208.0,17710.0
455,2019-09-30,NJR,4372985000.0,-9764000.0,226649000.0
456,2019-09-30,NKLA,,-13020000.0,
457,2019-09-30,NKTX,,-5909000.0,
458,2019-09-30,NLSP,696429.0,-985304.0,145139.0
459,2019-09-30,NM,2349796000.0,37047000.0,1000.0
460,2019-09-30,NNA,1572340000.0,3364000.0,1000.0
461,2019-09-30,NNOX,,-1869000.0,
462,2019-09-30,NOAH,9184760000.0,234307000.0,7681435000.0
463,2019-09-30,NTST,,874000.0,
464,2019-09-30,NTZ,370100000.0,-7100000.0,111300000.0
465,2019-09-30,NUZE,5250544.0,1183471.0,137.0
466,2019-09-30,NXR,215814637.0,1866431.0,130456.0
467,2019-09-30,OBAS,240528000.0,1531000.0,52134000.0
468,2019-09-30,OM,,-18450000.0,
469,2019-09-30,ONCR,,-7734000.0,
470,2019-09-30,OPT,80261634.0,-5923653.0,162164437.0
471,2019-09-30,ORAN,106303000000.0,1609500000.0,10640000000.0
472,2019-09-30,ORIC,,-7097000.0,
473,2019-09-30,ORPH,180754000.0,-85449500.0,19984000.0
474,2019-09-30,OSN,177643037.0,4266862.0,200000.0
475,2019-09-30,OTIS,,508000000.0,
476,2019-09-30,OTLK,17134997.0,-4383900.0,286100.0
477,2019-09-30,PAND,,-5908000.0,
478,2019-09-30,PATI,72293000.0,-60000.0,335000.0
479,2019-09-30,PAYA,,3662000.0,
480,2019-09-30,PBTS,30680964.0,-4440204.0,14946.0
481,2019-09-30,PCVX,,-12140000.0,
482,2019-09-30,PDLI,865145000.0,-14422000.0,1142000.0
483,2019-09-30,PETZ,15087210.0,-2451974.0,45850.0
484,2019-09-30,PHCF,14544203.0,-1696947.0,11508.0
485,2019-09-30,PHX,126644947.0,-78064997.0,281509.0
486,2019-09-30,PKX,79619088290230.0,1029080829490.0,482403125000.0
487,2019-09-30,PLIN,56872208.0,148865.0,220940.0
488,2019-09-30,PLL,16729975.0,-1814911.0,63428978.0
489,2019-09-30,PLRX,,-13362000.0,
490,2019-09-30,PLTR,,-144140000.0,
491,2019-09-30,PMVP,,-6440000.0,
