,endDate,common_stock,ticker
2927,2020-06-30,418000.0,EXP
2928,2020-03-31,416000.0,EXP
2929,2019-12-31,416000.0,EXP
2930,2020-09-30,388.0,FSR
2931,2020-06-30,387.0,FSR
2932,2020-03-31,387.0,FSR
2933,2019-09-30,,FSR
2934,2020-09-30,907000.0,CLI
2935,2020-06-30,906000.0,CLI
2936,2020-03-31,906000.0,CLI
2937,2019-12-31,906000.0,CLI
2938,2020-09-30,40000.0,POOL
2939,2020-06-30,40000.0,POOL
2940,2020-03-31,40000.0,POOL
2941,2019-12-31,40000.0,POOL
2942,2020-09-30,2700000.0,ETR
2943,2020-06-30,2700000.0,ETR
2944,2020-03-31,2700000.0,ETR
2945,2019-12-31,2700000.0,ETR
2946,2020-09-30,386000.0,PAR
2947,2020-06-30,386000.0,PAR
2948,2020-03-31,386000.0,PAR
2949,2019-12-31,367000.0,PAR
2950,2020-09-30,641000.0,B
2951,2020-06-30,639000.0,B
2952,2020-03-31,639000.0,B
2953,2019-12-31,639000.0,B
2954,2020-09-30,301000.0,MHO
2955,2020-06-30,301000.0,MHO
2956,2020-03-31,301000.0,MHO
2957,2019-12-31,301000.0,MHO
2958,2020-09-30,1000.0,QUOT
2959,2020-06-30,1000.0,QUOT
2960,2020-03-31,1000.0,QUOT
2961,2019-12-31,1000.0,QUOT
2962,2020-09-30,56366000000.0,IBM
2963,2020-06-30,56135000000.0,IBM
2964,2020-03-31,56092000000.0,IBM
2965,2019-12-31,55895000000.0,IBM
2966,2020-09-30,464147000.0,CPAC
2967,2020-06-30,464147000.0,CPAC
2968,2020-03-31,464147000.0,CPAC
2969,2019-12-31,464147000.0,CPAC
2970,2020-06-30,55000.0,ROAD
2971,2020-03-31,55000.0,ROAD
2972,2019-12-31,55000.0,ROAD
2973,2019-09-30,55000.0,ROAD
2974,2020-09-30,392000.0,LTC
2975,2020-06-30,392000.0,LTC
2976,2020-03-31,392000.0,LTC
2977,2019-12-31,398000.0,LTC
2978,2020-09-30,11189000.0,GIFI
2979,2020-06-30,11155000.0,GIFI
2980,2020-03-31,11121000.0,GIFI
2981,2019-12-31,11119000.0,GIFI
2982,2020-09-30,351000.0,NSIT
2983,2020-06-30,351000.0,NSIT
2984,2020-03-31,350000.0,NSIT
2985,2019-12-31,353000.0,NSIT
2986,2020-09-30,15000.0,LASR
2987,2020-06-30,15000.0,LASR
2988,2020-03-31,15000.0,LASR
2989,2019-12-31,15000.0,LASR
2990,2020-09-30,5359000.0,CDR
2991,2020-06-30,5360000.0,CDR
2992,2020-03-31,5360000.0,CDR
2993,2019-12-31,5341000.0,CDR
2994,2020-09-30,2000000.0,LEG
2995,2020-06-30,2000000.0,LEG
2996,2020-03-31,2000000.0,LEG
2997,2019-12-31,2000000.0,LEG
2998,2020-09-30,63435.0,OVID
2999,2020-06-30,57082.0,OVID
3000,2020-03-31,54754.0,OVID
3001,2019-12-31,54711.0,OVID
3002,2020-09-30,400000.0,CMP
3003,2020-06-30,400000.0,CMP
3004,2020-03-31,400000.0,CMP
3005,2019-12-31,400000.0,CMP
3006,2020-09-30,2671000.0,AME
3007,2020-06-30,2668000.0,AME
3008,2020-03-31,2664000.0,AME
3009,2019-12-31,2662000.0,AME
3010,2020-09-30,1166000.0,UE
3011,2020-06-30,1166000.0,UE
3012,2020-03-31,1179000.0,UE
3013,2019-12-31,1213000.0,UE
3014,2020-09-30,43383451000.0,ASX
3015,2020-06-30,43347111000.0,ASX
3016,2020-03-31,43298836000.0,ASX
3017,2019-12-31,43254026000.0,ASX
3018,2020-09-30,167000.0,CERS
3019,2020-06-30,166000.0,CERS
3020,2020-03-31,164000.0,CERS
3021,2019-12-31,144000.0,CERS
3022,2020-09-30,4111000.0,ITI
3023,2020-06-30,4075000.0,ITI
3024,2020-03-31,4071000.0,ITI
3025,2019-12-31,4062000.0,ITI
3026,2020-09-30,364821000.0,HEP
3027,2020-06-30,380723000.0,HEP
3028,2020-03-31,338159000.0,HEP
3029,2019-12-31,381103000.0,HEP
3030,2020-09-27,115700000.0,GOOS
3031,2020-06-28,115100000.0,GOOS
3032,2020-03-29,114700000.0,GOOS
3033,2019-12-29,112700000.0,GOOS
3034,2020-09-26,146000.0,MIDD
3035,2020-06-27,145000.0,MIDD
3036,2020-03-28,145000.0,MIDD
3037,2019-12-28,145000.0,MIDD
3038,2020-09-30,1570000.0,ACM
3039,2020-06-30,1602000.0,ACM
3040,2020-03-31,1589000.0,ACM
3041,2019-12-31,1582000.0,ACM
3042,2020-09-30,1845000.0,ONTX
3043,2020-06-30,1742000.0,ONTX
3044,2020-03-31,1674000.0,ONTX
3045,2019-12-31,1112000.0,ONTX
3046,2020-09-30,29847.0,SNGX
3047,2020-06-30,28591.0,SNGX
3048,2020-03-31,25778.0,SNGX
3049,2019-12-31,21753.0,SNGX
3050,2020-09-30,205837000.0,EOG
3051,2020-06-30,205824000.0,EOG
3052,2020-03-31,205824000.0,EOG
3053,2019-12-31,205822000.0,EOG
3054,2020-06-27,1012989.0,IMKTA
3055,2020-03-28,1012989.0,IMKTA
3056,2019-12-28,1012989.0,IMKTA
3057,2019-09-28,1012989.0,IMKTA
3058,2020-09-30,131730401.0,EPSN
3059,2020-06-30,140808923.0,EPSN
3060,2020-03-31,140808923.0,EPSN
3061,2019-12-31,140808923.0,EPSN
3062,2020-06-30,1403000.0,FLR
3063,2020-03-31,1403000.0,FLR
3064,2019-12-31,1399000.0,FLR
3065,2019-09-30,1399000.0,FLR
3066,2020-09-30,879000.0,ACHC
3067,2020-06-30,879000.0,ACHC
3068,2020-03-31,878000.0,ACHC
3069,2019-12-31,877000.0,ACHC
3070,2020-06-30,499000000.0,CRESY
3071,2020-03-31,499000000.0,CRESY
3072,2019-12-31,499000000.0,CRESY
3073,2019-09-30,486000000.0,CRESY
3074,2020-10-03,54497000000.0,DIS
3075,2020-06-27,54386000000.0,DIS
3076,2020-03-28,54230000000.0,DIS
3077,2019-12-28,53995000000.0,DIS
3078,2020-09-30,1700000.0,UNVR
3079,2020-06-30,1700000.0,UNVR
3080,2020-03-31,1700000.0,UNVR
3081,2019-12-31,1700000.0,UNVR
3082,2020-09-30,1000000.0,TDS
3083,2020-06-30,1000000.0,TDS
3084,2020-03-31,1000000.0,TDS
3085,2019-12-31,1000000.0,TDS
3086,2020-09-30,2488.0,EYEN
3087,2020-06-30,1994.0,EYEN
3088,2020-03-31,1977.0,EYEN
3089,2019-12-31,1710.0,EYEN
3090,2020-09-30,2156000.0,SHO
3091,2020-06-30,2156000.0,SHO
3092,2020-03-31,2155000.0,SHO
3093,2019-12-31,2249000.0,SHO
3094,2020-07-31,293000.0,IDT
3095,2020-04-30,293000.0,IDT
3096,2020-01-31,293000.0,IDT
3097,2019-10-31,291000.0,IDT
3098,2020-09-30,26000.0,GEC
3099,2020-06-30,26000.0,GEC
3100,2020-03-31,25000.0,GEC
3101,2019-12-31,25000.0,GEC
3102,2020-09-30,231000.0,AJX
3103,2020-06-30,230000.0,AJX
3104,2020-03-31,230000.0,AJX
3105,2019-12-31,222000.0,AJX
3106,2020-09-30,69000.0,LPSN
3107,2020-06-30,69000.0,LPSN
3108,2020-03-31,68000.0,LPSN
3109,2019-12-31,67000.0,LPSN
3110,2020-09-30,180000.0,PACB
3111,2020-06-30,154000.0,PACB
3112,2020-03-31,154000.0,PACB
3113,2019-12-31,153000.0,PACB
3114,2020-09-30,70000.0,CYTK
3115,2020-06-30,60000.0,CYTK
3116,2020-03-31,59000.0,CYTK
3117,2019-12-31,59000.0,CYTK
3118,2020-09-30,37000.0,ZAGG
3119,2020-06-30,37000.0,ZAGG
3120,2020-03-31,37000.0,ZAGG
3121,2019-12-31,37000.0,ZAGG
3122,2020-09-30,18000.0,KNSA
3123,2020-06-30,16000.0,KNSA
3124,2020-03-31,15000.0,KNSA
3125,2019-12-31,15000.0,KNSA
3126,2020-09-30,287000.0,BWB
3127,2020-06-30,288000.0,BWB
3128,2020-03-31,288000.0,BWB
3129,2019-12-31,290000.0,BWB
3130,2020-07-04,3000.0,BLBD
3131,2020-04-04,3000.0,BLBD
3132,2020-01-04,3000.0,BLBD
3133,2019-09-28,3000.0,BLBD
3134,2020-09-30,2186000.0,HTA
3135,2020-06-30,2185000.0,HTA
3136,2020-03-31,2185000.0,HTA
3137,2019-12-31,2165000.0,HTA
3138,2020-09-30,7272401000.0,IMOS
3139,2020-06-30,7272401000.0,IMOS
3140,2020-03-31,7272401000.0,IMOS
3141,2019-12-31,7272401000.0,IMOS
3142,2020-09-30,37648000.0,CYBE
3143,2020-06-30,37053000.0,CYBE
3144,2020-03-31,37016000.0,CYBE
3145,2019-12-31,36659000.0,CYBE
3146,2020-09-30,1844000.0,NMRK
3147,2020-06-30,1835000.0,NMRK
3148,2020-03-31,1824000.0,NMRK
3149,2019-12-31,1820000.0,NMRK
3150,2020-06-30,420000000.0,UN
3151,2020-03-31,420000000.0,UN
3152,2019-12-31,420000000.0,UN
3153,2019-09-30,420000000.0,UN
3154,2020-06-30,268000.0,HLG
3155,2020-03-31,268000.0,HLG
3156,2019-12-31,268000.0,HLG
3157,2019-09-30,268000.0,HLG
3158,2020-09-30,5000.0,SEDG
3159,2020-06-30,5000.0,SEDG
3160,2020-03-31,5000.0,SEDG
3161,2019-12-31,5000.0,SEDG
3162,2020-09-30,24483000000.0,TRP
3163,2020-06-30,24480000000.0,TRP
3164,2020-03-31,24477000000.0,TRP
3165,2019-12-31,24387000000.0,TRP
3166,2020-09-30,2322000.0,CIM
3167,2020-06-30,2320000.0,CIM
3168,2020-03-31,1860000.0,CIM
3169,2019-12-31,1873000.0,CIM
3170,2020-06-30,614000000.0,BTI
3171,2020-03-31,614000000.0,BTI
3172,2019-12-31,614000000.0,BTI
3173,2019-09-30,614000000.0,BTI
3174,2020-09-30,427000.0,METC
3175,2020-06-30,426000.0,METC
3176,2020-03-31,427000.0,METC
3177,2019-12-31,410000.0,METC
3178,2020-09-27,17599000.0,NYT
3179,2020-06-28,17562000.0,NYT
3180,2020-03-29,17552000.0,NYT
3181,2019-12-29,17504000.0,NYT
3182,2020-09-30,2006000.0,THFF
3183,2020-06-30,2006000.0,THFF
3184,2020-03-31,2005000.0,THFF
3185,2019-12-31,2005000.0,THFF
3186,2020-09-30,71103.0,HTGM
3187,2020-06-30,67117.0,HTGM
3188,2020-03-31,62247.0,HTGM
3189,2019-12-31,58090.0,HTGM
3190,2020-10-31,42000000.0,TGT
3191,2020-08-01,42000000.0,TGT
3192,2020-05-02,42000000.0,TGT
3193,2020-02-01,42000000.0,TGT
3194,2020-08-01,100000.0,GME
3195,2020-05-02,100000.0,GME
3196,2020-02-01,100000.0,GME
3197,2019-11-02,100000.0,GME
3198,2020-09-30,1214000.0,PKBK
3199,2020-06-30,1213000.0,PKBK
3200,2020-03-31,1213000.0,PKBK
3201,2019-12-31,1213000.0,PKBK
3202,2020-09-30,36500000.0,SYBT
3203,2020-06-30,36415000.0,SYBT
3204,2020-03-31,36408000.0,SYBT
3205,2019-12-31,36207000.0,SYBT
3206,2020-10-31,2003900000.0,PANW
3207,2020-07-31,2259200000.0,PANW
3208,2020-04-30,1855700000.0,PANW
3209,2020-01-31,2644500000.0,PANW
3210,2020-09-30,174000.0,EQBK
3211,2020-06-30,174000.0,EQBK
3212,2020-03-31,174000.0,EQBK
3213,2019-12-31,174000.0,EQBK
3214,2020-09-30,1108.0,GRIL
3215,2020-06-30,796.0,GRIL
3216,2020-03-31,789.0,GRIL
3217,2019-12-31,571.0,GRIL
3218,2020-07-25,68769000.0,VLGEA
3219,2020-04-25,68119000.0,VLGEA
3220,2020-01-25,67352000.0,VLGEA
3221,2019-10-26,66644000.0,VLGEA
3222,2020-04-30,47200000.0,MFGP
3223,2020-01-31,47200000.0,MFGP
3224,2019-10-31,47200000.0,MFGP
3225,2019-07-31,47200000.0,MFGP
3226,2020-09-30,759496.0,UAMY
3227,2020-06-30,702068.0,UAMY
3228,2020-03-31,699114.0,UAMY
3229,2019-12-31,696614.0,UAMY
3230,2020-09-30,2674682000.0,WES
3231,2020-06-30,2820327000.0,WES
3232,2020-03-31,2684136000.0,WES
3233,2019-12-31,3209947000.0,WES
3234,2020-09-30,109000.0,GECC
3235,2020-06-30,104000.0,GECC
3236,2020-03-31,101000.0,GECC
3237,2019-12-31,101000.0,GECC
3238,2020-08-01,40000.0,FRAN
3239,2020-05-02,40000.0,FRAN
3240,2020-02-01,40000.0,FRAN
3241,2019-11-02,40000.0,FRAN
3242,2020-09-30,14000.0,TCON
3243,2020-06-30,8000.0,TCON
3244,2020-03-31,5000.0,TCON
3245,2019-12-31,4000.0,TCON
3246,2020-09-30,3882103470000.0,ENIC
3247,2020-06-30,3882103470000.0,ENIC
3248,2020-03-31,3882103470000.0,ENIC
3249,2019-12-31,3882103470000.0,ENIC
3250,2020-09-30,3000000.0,HUN
3251,2020-06-30,3000000.0,HUN
3252,2020-03-31,3000000.0,HUN
3253,2019-12-31,3000000.0,HUN
3254,2020-09-30,13448.0,INMB
3255,2020-06-30,10898.0,INMB
3256,2020-03-31,10747.0,INMB
3257,2019-12-31,10771.0,INMB
3258,2020-09-30,400000.0,BRBR
3259,2020-06-30,400000.0,BRBR
3260,2020-03-31,400000.0,BRBR
3261,2019-12-31,400000.0,BRBR
3262,2020-09-30,1692000.0,EXPD
3263,2020-06-30,1668000.0,EXPD
3264,2020-03-31,1662000.0,EXPD
3265,2019-12-31,1696000.0,EXPD
3266,2020-09-30,1325000.0,ADAP
3267,2020-06-30,1324000.0,ADAP
3268,2020-03-31,1139000.0,ADAP
3269,2019-12-31,943000.0,ADAP
3270,2020-09-30,4215000.0,AMTB
3271,2020-06-30,4216000.0,AMTB
3272,2020-03-31,4217000.0,AMTB
3273,2019-12-31,4668000.0,AMTB
3274,2020-09-30,10219000000.0,BHC
3275,2020-06-30,10217000000.0,BHC
3276,2020-03-31,10209000000.0,BHC
3277,2019-12-31,10172000000.0,BHC
3278,2020-09-30,212000.0,IMH
3279,2020-06-30,212000.0,IMH
3280,2020-03-31,213000.0,IMH
3281,2019-12-31,212000.0,IMH
3282,2020-09-30,21903000.0,ACNB
3283,2020-06-30,21884000.0,ACNB
3284,2020-03-31,246994000.0,ACNB
3285,2019-12-31,17855000.0,ACNB
3286,2020-09-30,97546.0,INUV
3287,2020-06-30,76153.0,INUV
3288,2020-03-31,60730.0,INUV
3289,2019-12-31,52223.0,INUV
3290,2020-09-26,97491000.0,VFC
3291,2020-06-27,97410000.0,VFC
3292,2020-03-28,97203000.0,VFC
3293,2019-12-28,98632000.0,VFC
3294,2020-09-30,1000.0,EOLS
3295,2020-06-30,1000.0,EOLS
3296,2020-03-31,1000.0,EOLS
3297,2019-12-31,1000.0,EOLS
3298,2020-08-01,553000.0,UNFI
3299,2020-05-02,553000.0,UNFI
3300,2020-02-01,542000.0,UNFI
3301,2019-11-02,541000.0,UNFI
3302,2020-06-30,271000.0,NHLD
3303,2020-03-31,269000.0,NHLD
3304,2019-12-31,265000.0,NHLD
3305,2019-09-30,263000.0,NHLD
3306,2020-09-30,2378.0,NTRP
3307,2020-06-30,2368.0,NTRP
3308,2020-03-31,2096.0,NTRP
3309,2019-12-31,1307.0,NTRP
3310,2020-07-31,326000.0,LE
3311,2020-05-01,326000.0,LE
3312,2020-01-31,324000.0,LE
3313,2019-11-01,324000.0,LE
3314,2020-09-30,1270000.0,BWXT
3315,2020-06-30,1269000.0,BWXT
3316,2020-03-31,1269000.0,BWXT
3317,2019-12-31,1266000.0,BWXT
3318,2020-09-30,522200000.0,TAP
3319,2020-06-30,662400000.0,TAP
3320,2020-03-31,662400000.0,TAP
3321,2019-12-31,662400000.0,TAP
3322,2020-09-30,2584000.0,ARES
3323,2020-06-30,2501000.0,ARES
3324,2020-03-31,2476000.0,ARES
3325,2019-12-31,1152000.0,ARES
3326,2020-07-10,9134000.0,BRID
3327,2020-04-17,9134000.0,BRID
3328,2020-01-24,9134000.0,BRID
3329,2019-11-01,9134000.0,BRID
3330,2020-09-30,19000.0,INVE
3331,2020-06-30,19000.0,INVE
3332,2020-03-31,19000.0,INVE
3333,2019-12-31,18000.0,INVE
3334,2020-09-30,5367000.0,VICI
3335,2020-06-30,5337000.0,VICI
3336,2020-03-31,4686000.0,VICI
3337,2019-12-31,4610000.0,VICI
3338,2020-09-30,8126000.0,CPK
3339,2020-06-30,8013000.0,CPK
3340,2020-03-31,7998000.0,CPK
3341,2019-12-31,7984000.0,CPK
3342,2020-09-30,214000.0,AWRE
3343,2020-06-30,214000.0,AWRE
3344,2020-03-31,52408000.0,AWRE
3345,2019-12-31,214000.0,AWRE
3346,2020-09-30,148000.0,BFIN
3347,2020-06-30,149000.0,BFIN
3348,2020-03-31,151000.0,BFIN
3349,2019-12-31,153000.0,BFIN
3350,2020-09-30,1000000.0,ALK
3351,2020-06-30,1000000.0,ALK
3352,2020-03-31,1000000.0,ALK
3353,2019-12-31,1000000.0,ALK
3354,2020-07-31,18000.0,KALV
3355,2020-04-30,18000.0,KALV
3356,2020-01-31,18000.0,KALV
3357,2019-10-31,18000.0,KALV
3358,2020-09-30,194318.0,USIO
3359,2020-06-30,188207.0,USIO
3360,2020-03-31,186707.0,USIO
3361,2019-12-31,186656.0,USIO
3362,2020-09-30,48000.0,PBHC
3363,2020-06-30,48000.0,PBHC
3364,2020-03-31,47000.0,PBHC
3365,2019-12-31,47000.0,PBHC
3366,2020-09-30,15000000000.0,SBS
3367,2020-06-30,15000000000.0,SBS
3368,2020-03-31,15000000000.0,SBS
3369,2019-12-31,15000000000.0,SBS
3370,2020-09-30,401000.0,HEES
3371,2020-06-30,399000.0,HEES
3372,2020-03-31,399000.0,HEES
3373,2019-12-31,398000.0,HEES
3374,2020-09-30,939.0,TRNE
3375,2020-06-30,910.0,TRNE
3376,2020-03-31,905.0,TRNE
3377,2019-12-31,901.0,TRNE
3378,2020-09-27,515000.0,TAST
3379,2020-06-28,515000.0,TAST
3380,2020-03-29,515000.0,TAST
3381,2019-12-29,510000.0,TAST
3382,2020-09-30,38000.0,CD
3383,2020-06-30,35000.0,CD
3384,2020-03-31,,CD
3385,2019-09-30,,CD
3386,2020-09-30,50000.0,PRFT
3387,2020-06-30,50000.0,PRFT
3388,2020-03-31,50000.0,PRFT
3389,2019-12-31,49000.0,PRFT
3390,2020-09-30,377.0,PTK
3391,2020-06-30,288.0,PTK
3392,2020-03-31,288.0,PTK
3393,2020-09-30,526.0,GIX
3394,2020-06-30,523.0,GIX
3395,2020-03-31,519.0,GIX
3396,2019-12-31,520.0,GIX
3397,2020-09-30,98000000.0,CS
3398,2020-06-30,102000000.0,CS
3399,2020-03-31,102000000.0,CS
3400,2019-12-31,102000000.0,CS
3401,2020-09-30,74100.0,VTGN
3402,2020-06-30,55900.0,VTGN
3403,2020-03-31,49300.0,VTGN
3404,2019-12-31,44200.0,VTGN
3405,2020-09-30,3000.0,DDOG
3406,2020-06-30,3000.0,DDOG
3407,2020-03-31,3000.0,DDOG
3408,2019-12-31,3000.0,DDOG
3409,2020-09-30,20194000.0,AROW
3410,2020-06-30,19606000.0,AROW
3411,2020-03-31,19606000.0,AROW
3412,2019-12-31,19606000.0,AROW
3413,2020-09-30,71952512.0,FUV
3414,2020-06-30,56871882.0,FUV
3415,2020-03-31,43626238.0,FUV
3416,2019-12-31,43573529.0,FUV
3417,2020-08-02,52628000.0,HOFT
3418,2020-05-03,52187000.0,HOFT
3419,2020-02-02,51582000.0,HOFT
3420,2019-11-03,51177000.0,HOFT
3421,2020-07-31,157000.0,RFL
3422,2020-04-30,157000.0,RFL
3423,2020-01-31,157000.0,RFL
3424,2019-10-31,157000.0,RFL
3425,2020-09-30,513.0,ARYA
3426,2020-06-30,374.0,ARYA
3427,2020-09-30,4000.0,ISDR
3428,2020-06-30,4000.0,ISDR
3429,2020-03-31,4000.0,ISDR
3430,2019-12-31,4000.0,ISDR
3431,2020-09-27,7175000.0,SON
3432,2020-06-28,7175000.0,SON
3433,2020-03-29,7175000.0,SON
3434,2019-12-31,7175000.0,SON
3435,2019-12-31,16000.0,SRL
3436,2019-09-30,16000.0,SRL
3437,2019-06-30,16000.0,SRL
3438,2019-03-31,16000.0,SRL
3439,2020-09-27,20755000.0,TER
3440,2020-06-28,20725000.0,TER
3441,2020-03-29,20742000.0,TER
3442,2019-12-31,20801000.0,TER
3443,2020-09-30,2644000.0,GILT
3444,2020-06-30,2644000.0,GILT
3445,2020-03-31,2643000.0,GILT
3446,2019-12-31,2643000.0,GILT
3447,2020-09-30,1340.0,BIOC
3448,2020-06-30,13121.0,BIOC
3449,2020-03-31,10871.0,BIOC
3450,2019-12-31,5474.0,BIOC
3451,2020-09-30,4000.0,CCRN
3452,2020-06-30,4000.0,CCRN
3453,2020-03-31,4000.0,CCRN
3454,2019-12-31,4000.0,CCRN
3455,2020-09-30,400157000.0,SMCI
3456,2020-06-30,389972000.0,SMCI
3457,2020-03-31,381125000.0,SMCI
3458,2019-12-31,360060000.0,SMCI
3459,2020-09-30,117000.0,TTNP
3460,2020-06-30,97000.0,TTNP
3461,2020-03-31,93000.0,TTNP
3462,2019-12-31,57000.0,TTNP
3463,2020-09-30,131212.0,CTRM
3464,2020-06-30,70443.0,CTRM
3465,2020-03-31,6652.0,CTRM
3466,2019-12-31,3318.0,CTRM
3467,2020-09-30,8000000.0,FISV
3468,2020-06-30,8000000.0,FISV
3469,2020-03-31,8000000.0,FISV
3470,2019-12-31,8000000.0,FISV
3471,2020-09-30,15419.0,LMFA
3472,2020-06-30,5069.0,LMFA
3473,2020-03-31,3320.0,LMFA
3474,2019-12-31,3134.0,LMFA
3475,2020-09-30,13000.0,EQS
3476,2020-06-30,13000.0,EQS
3477,2020-03-31,13000.0,EQS
3478,2019-12-31,13000.0,EQS
3479,2020-09-30,27000.0,CPTA
3480,2020-06-30,163000.0,CPTA
3481,2020-03-31,163000.0,CPTA
3482,2019-12-31,162000.0,CPTA
3483,2020-09-30,2691000.0,EVBN
3484,2020-06-30,2691000.0,EVBN
3485,2020-03-31,2474000.0,EVBN
3486,2019-12-31,2467000.0,EVBN
3487,2020-06-30,402000.0,SGOC
3488,2020-03-31,402000.0,SGOC
3489,2019-12-31,320000.0,SGOC
3490,2019-09-30,320000.0,SGOC
3491,2020-09-30,45000.0,APVO
3492,2020-06-30,45000.0,APVO
3493,2020-03-31,45000.0,APVO
3494,2019-12-31,45000.0,APVO
3495,2020-06-30,145.0,NUZE
3496,2020-03-31,138.0,NUZE
3497,2019-12-31,138.0,NUZE
3498,2019-09-30,137.0,NUZE
3499,2020-08-01,15482000.0,GCO
3500,2020-05-02,15171000.0,GCO
3501,2020-02-01,15186000.0,GCO
3502,2019-11-02,15189000.0,GCO
3503,2020-09-30,32000.0,GLAD
3504,2020-06-30,31000.0,GLAD
3505,2020-03-31,31000.0,GLAD
3506,2019-12-31,31000.0,GLAD
3507,2020-09-30,163960000.0,PCB
3508,2020-06-30,163759000.0,PCB
3509,2020-03-31,163532000.0,PCB
3510,2019-12-31,169221000.0,PCB
3511,2020-09-30,1990880000.0,STE
3512,2020-06-30,1983047000.0,STE
3513,2020-03-31,1982164000.0,STE
3514,2019-12-31,1987107000.0,STE
3515,2020-09-30,9418.0,ADMP
3516,2020-06-30,7444.0,ADMP
3517,2020-03-31,7426.0,ADMP
3518,2019-12-31,6235.0,ADMP
3519,2020-09-30,418361000.0,WELL
3520,2020-06-30,418343000.0,WELL
3521,2020-03-31,418226000.0,WELL
3522,2019-12-31,411005000.0,WELL
3523,2020-09-30,2962000.0,SQNS
3524,2020-06-30,2958000.0,SQNS
3525,2020-03-31,2407000.0,SQNS
3526,2019-12-31,2403000.0,SQNS
3527,2020-07-31,346000.0,MOV
3528,2020-04-30,345000.0,MOV
3529,2020-01-31,344000.0,MOV
3530,2019-10-31,344000.0,MOV
3531,2020-09-30,1000000.0,DNOW
3532,2020-06-30,1000000.0,DNOW
3533,2020-03-31,1000000.0,DNOW
3534,2019-12-31,1000000.0,DNOW
3535,2020-09-30,227000.0,GWRS
3536,2020-06-30,227000.0,GWRS
3537,2020-03-31,226000.0,GWRS
3538,2019-12-31,216000.0,GWRS
3539,2020-09-30,3199.0,AESE
3540,2020-06-30,2834.0,AESE
3541,2020-03-31,2393.0,AESE
3542,2019-12-31,2317.0,AESE
3543,2020-06-30,2533236000.0,WB
3544,2020-03-31,2312852000.0,WB
3545,2019-12-31,57000.0,WB
3546,2019-09-30,2124929000.0,WB
3547,2020-09-30,1504000.0,HMHC
3548,2020-06-30,1501000.0,HMHC
3549,2020-03-31,1500000.0,HMHC
3550,2019-12-31,1489000.0,HMHC
3551,2020-09-30,5016000000.0,PEG
3552,2020-06-30,5003000000.0,PEG
3553,2020-03-31,4994000000.0,PEG
3554,2019-12-31,5003000000.0,PEG
3555,2020-09-30,85000.0,AVGR
3556,2020-06-30,51000.0,AVGR
3557,2020-03-31,17000.0,AVGR
3558,2019-12-31,10000.0,AVGR
3559,2020-09-30,4163000.0,UMH
3560,2020-06-30,4130000.0,UMH
3561,2020-03-31,4117000.0,UMH
3562,2019-12-31,4113000.0,UMH
3563,2020-09-30,31747.0,BLNK
3564,2020-06-30,29684.0,BLNK
3565,2020-03-31,27965.0,BLNK
3566,2019-12-31,26323.0,BLNK
3567,2020-09-30,2000.0,KDNY
3568,2020-06-30,2000.0,KDNY
3569,2020-03-31,2000.0,KDNY
3570,2019-09-30,,KDNY
3571,2020-09-30,3046677000.0,IIVI
3572,2020-06-30,1486947000.0,IIVI
3573,2020-03-31,1459354000.0,IIVI
3574,2019-12-31,1441180000.0,IIVI
3575,2020-09-30,2781.0,CFRX
3576,2020-06-30,2780.0,CFRX
3577,2020-03-31,1533.0,CFRX
3578,2019-12-31,1533.0,CFRX
3579,2020-09-26,100000.0,LITE
3580,2020-06-27,100000.0,LITE
3581,2020-03-28,100000.0,LITE
3582,2019-12-28,100000.0,LITE
3583,2020-09-30,113915000.0,FCF
3584,2020-06-30,113915000.0,FCF
3585,2020-03-31,113915000.0,FCF
3586,2019-12-31,113915000.0,FCF
3587,2020-07-31,448000.0,EV
3588,2020-04-30,447000.0,EV
3589,2020-01-31,448000.0,EV
3590,2019-10-31,444000.0,EV
3591,2020-09-30,44000.0,EFC
3592,2020-06-30,44000.0,EFC
3593,2020-03-31,44000.0,EFC
3594,2019-12-31,39000.0,EFC
3595,2020-09-30,378000.0,EXTN
3596,2020-06-30,378000.0,EXTN
3597,2020-03-31,377000.0,EXTN
3598,2019-12-31,375000.0,EXTN
3599,2020-09-30,70375000000.0,IRS
3600,2020-06-30,575000000.0,IRS
3601,2020-03-31,575000000.0,IRS
3602,2019-12-31,575000000.0,IRS
3603,2020-09-30,57000000.0,TEVA
3604,2020-06-30,57000000.0,TEVA
3605,2020-03-31,56000000.0,TEVA
3606,2019-12-31,56000000.0,TEVA
3607,2020-09-30,2000.0,KROS
3608,2020-06-30,2000.0,KROS
3609,2020-03-31,1000.0,KROS
3610,2019-09-30,,KROS
3611,2020-09-30,66252000.0,NNDM
3612,2020-06-30,66236000.0,NNDM
3613,2020-03-31,12219000.0,NNDM
3614,2019-12-31,6441000.0,NNDM
3615,2020-09-30,40096.0,ARVN
3616,2020-06-30,38825.0,ARVN
3617,2020-03-31,38672.0,ARVN
3618,2019-12-31,38461.0,ARVN
3619,2020-09-30,948000.0,FRPH
3620,2020-06-30,956000.0,FRPH
3621,2020-03-31,977000.0,FRPH
3622,2019-12-31,982000.0,FRPH
3623,2020-09-30,32000.0,IPAR
3624,2020-06-30,32000.0,IPAR
3625,2020-03-31,31000.0,IPAR
3626,2019-12-31,31000.0,IPAR
3627,2020-09-26,2900000.0,HOLX
3628,2020-06-27,2900000.0,HOLX
3629,2020-03-28,2900000.0,HOLX
