,date,ticker,assets,book_equity,shares_rep,shares_outstanding,adj_close,market_cap,ebit
3045,2019-12-31,ENDP,9389527000.0,-866544000.0,-79000.0,226800000.0,4.690000057220459,1063692012.9776001,174383000.0
3046,2020-03-31,ENDP,9305880000.0,-737817000.0,-4398000.0,228440000.0,3.700000047683716,845228010.892868,239461000.0
3047,2020-06-30,ENDP,9165134000.0,-714867000.0,-2467000.0,229800000.0,3.4300000667572017,788214015.3408049,148642000.0
3048,2020-09-30,ENDP,9165243000.0,-782482000.0,-1070000.0,230290000.0,3.299999952316284,759956989.0189171,109020000.0
3049,2019-12-31,ENIA,29776384000.0,9966287000.0,-19940000.0,1522000000.0,10.273451805114746,15636193647.384644,540735000.0
3050,2020-09-30,ENIA,24635778000.0,7693110000.0,,1522000000.0,6.460000038146973,9832120058.059692,517647000.0
3051,2019-12-31,ENLC,9335800000.0,2124500000.0,-4000000.0,487790000.0,5.2613043785095215,2566411662.7931595,133300000.0
3052,2020-03-31,ENLC,9055100000.0,1740300000.0,-4000000.0,489140000.0,0.9779120683670044,478335909.1210365,112800000.0
3053,2020-06-30,ENLC,8718800000.0,1705900000.0,-300000.0,489460000.0,2.269335985183716,1110749191.3080215,77400000.0
3054,2020-09-30,ENLC,8667200000.0,1682200000.0,-400000.0,489730000.0,2.2663257122039795,1109887691.0376549,98700000.0
3055,2019-12-31,ENLV,17560000.0,11282000.0,-43000.0,10330000.0,8.390999794006348,86679027.87208557,-2839000.0
3056,2020-03-31,ENLV,37651000.0,32059000.0,,13430000.0,4.679999828338623,62852397.69458771,-1896000.0
3057,2020-06-30,ENLV,35437000.0,30192000.0,,13460000.0,5.059999942779541,68107599.22981262,-2233000.0
3058,2020-09-30,ENLV,33372000.0,28499000.0,,13460000.0,5.940000057220459,79952400.77018738,-1959000.0
3059,2019-12-31,ENPH,713223000.0,272212000.0,-3760000.0,123110000.0,26.1299991607666,3216864196.6819763,45573000.0
3060,2020-03-31,ENPH,1030787000.0,316207000.0,-34267000.0,125070000.0,32.290000915527344,4038510414.505005,44712000.0
3061,2020-06-30,ENPH,997927000.0,370176000.0,-9385000.0,125980000.0,47.56999969482422,5992868561.553955,10854000.0
3062,2020-09-30,ENPH,1092340000.0,416206000.0,-8528000.0,126270000.0,82.58999633789062,10428638837.58545,51759000.0
3063,2019-12-31,ENR,5566800000.0,587500000.0,-9400000.0,69280000.0,49.25788879394531,3412586535.6445312,128600000.0
3064,2020-03-31,ENR,4752500000.0,373700000.0,-45300000.0,68460000.0,29.845691680908203,2043236052.4749756,91700000.0
3065,2020-06-30,ENR,5126500000.0,385800000.0,-1600000.0,68460000.0,47.1796760559082,3229920622.7874756,102700000.0
3066,2020-09-30,ENR,5728300000.0,309100000.0,-1600000.0,68520000.0,39.13999938964844,2681872758.178711,110400000.0
3067,2019-12-29,ENS,3341431000.0,1366095000.0,-31000.0,42300000.0,74.93376159667969,3169698115.539551,56178000.0
3068,2020-03-31,ENS,3301698000.0,1300525000.0,-112000.0,42320000.0,49.2676887512207,2085008587.9516602,59951000.0
3069,2020-07-05,ENS,3284738000.0,1361628000.0,-3135000.0,42470000.0,63.80810928344727,2709930401.268006,54283000.0
3070,2020-10-04,ENS,3333222000.0,1431391000.0,-1467000.0,42580000.0,71.37000274658203,3038934716.949463,58202000.0
3071,2019-12-31,ENSG,2361909000.0,654197000.0,-25000000.0,53490000.0,45.20502090454102,2418016568.1838994,42830000.0
3072,2020-03-31,ENSG,2388006000.0,675236000.0,-25000000.0,53670000.0,37.52856063842773,2014157849.464416,56793000.0
3073,2020-06-30,ENSG,2488157000.0,715997000.0,-753000.0,53760000.0,41.81295394897461,2247864404.296875,55434000.0
3074,2020-09-30,ENSG,2464990000.0,764755000.0,-154000.0,54140000.0,57.06000137329102,3089228474.349976,55069000.0
3075,2019-12-31,ENTA,510974000.0,482287000.0,-1140000.0,19810000.0,61.77999877929688,1223861775.8178713,12871000.0
3076,2020-03-31,ENTA,513501000.0,485991000.0,-358000.0,19990000.0,51.43000030517578,1028085706.1004639,-11875000.0
3077,2020-06-30,ENTA,511704000.0,480557000.0,,20070000.0,50.209999084472656,1007714681.6253662,-22852000.0
3078,2020-09-30,ENTA,486132000.0,455580000.0,,20080000.0,45.77999877929688,919262375.4882814,-19783000.0
3079,2019-12-31,ENTG,2516086000.0,1165889000.0,-15145000.0,134730000.0,49.82951736450195,6713530874.519348,84925000.0
3080,2020-03-28,ENTG,2598565000.0,1171327000.0,-41004000.0,134610000.0,47.36336898803711,6375583099.479675,83284000.0
3081,2020-06-27,ENTG,2804040000.0,1231789000.0,-1280000.0,134750000.0,57.84333038330078,7794388769.14978,95570000.0
3082,2020-09-26,ENTG,2801628000.0,1302301000.0,-11836000.0,135040000.0,71.32604217529297,9631868735.351562,109292000.0
3083,2019-12-31,ENV,1801884000.0,869094000.0,-3410000.0,52840000.0,69.62999725341797,3679249054.8706055,3425000.0
3084,2020-03-31,ENV,1830458000.0,865569000.0,-9199000.0,53470000.0,53.77999877929688,2875616534.7290044,6873000.0
3085,2020-06-30,ENV,1831405000.0,875795000.0,-3617000.0,53740000.0,73.54000091552734,3952039649.2004395,2026000.0
3086,2020-09-30,ENV,2101261000.0,954673000.0,-3467000.0,53880000.0,77.16000366210938,4157380997.314453,11582000.0
3087,2019-12-31,ENVA,1574352000.0,376613000.0,-41708000.0,32970000.0,24.059999465942386,793258182.3921205,0.0
3088,2020-03-31,ENVA,1733301000.0,438214000.0,-41708000.0,31010000.0,14.489999771118164,449334892.90237427,0.0
3089,2020-06-30,ENVA,1578973000.0,476220000.0,-12888000.0,30100000.0,14.869999885559082,447586996.55532837,0.0
3090,2020-09-30,ENVA,1634164000.0,573695000.0,-12000.0,30110000.0,16.389999389648438,493502881.62231445,0.0
3091,2019-12-31,EOG,37124608000.0,21640716000.0,-2914000.0,581910000.0,81.26856231689453,47290989097.8241,834684000.0
3092,2020-03-31,EOG,37634084000.0,21470675000.0,-4655000.0,582040000.0,34.967662811279304,20352578462.677006,41125000.0
3093,2020-06-30,EOG,35221671000.0,20387557000.0,-402000.0,582240000.0,49.75872039794922,28971517364.501953,-1099782000.0
3094,2020-09-30,EOG,35074018000.0,20148326000.0,-9764000.0,583350000.0,35.58174514770508,20756611031.913757,68262000.0
3095,2020-02-29,EPAC,879342000.0,354365000.0,-1425000.0,60240000.0,21.89334487915039,1318855095.5200195,9928000.0
3096,2020-05-31,EPAC,851535000.0,336282000.0,-9862000.0,59760000.0,17.68231773376465,1056695307.7697754,-193000.0
3097,2020-08-31,EPAC,824294000.0,359226000.0,-76000.0,59790000.0,20.755767822265625,1240987358.0932617,3538000.0
3098,2020-11-30,EPAC,838575000.0,367946000.0,-275000.0,59830000.0,22.389999389648438,1339593663.482666,9418000.0
3099,2019-12-31,EPAM,2244208000.0,1596145000.0,-982000.0,55190000.0,212.16000366210938,11709110602.111816,84745000.0
3100,2020-03-31,EPAM,2311881000.0,1647482000.0,-1018000.0,55590000.0,185.66000366210938,10320839603.57666,87509000.0
3101,2020-06-30,EPAM,2389130000.0,1753094000.0,-14881000.0,55830000.0,252.00999450683602,14069717993.316654,83426000.0
3102,2020-09-30,EPAM,2555425000.0,1860234000.0,-314000.0,55980000.0,323.2799987792969,18097214331.66504,96396000.0
3103,2019-12-31,EPAY,694931000.0,395934000.0,-4327000.0,41700000.0,53.599998474121094,2235119936.3708496,1579000.0
3104,2020-03-31,EPAY,780572000.0,382895000.0,-4813000.0,41910000.0,36.650001525878906,1536001563.949585,-222000.0
3105,2020-06-30,EPAY,793137000.0,392334000.0,,42170000.0,50.77000045776367,2140970919.303894,3062000.0
3106,2020-09-30,EPAY,814253000.0,422416000.0,,42660000.0,42.15999984741211,1798545593.4906006,3450000.0
3107,2019-12-31,EPC,3303200000.0,1348100000.0,-1500000.0,54300000.0,30.959999084472656,1681127950.2868652,51200000.0
3108,2020-03-31,EPC,3308500000.0,1347300000.0,-200000.0,54320000.0,24.07999992370605,1308025595.8557127,91700000.0
3109,2020-06-30,EPC,3465600000.0,1368200000.0,-200000.0,54340000.0,31.15999984741211,1693234391.708374,58000000.0
3110,2020-09-30,EPC,3540900000.0,1432900000.0,-300000.0,54360000.0,27.8799991607666,1515556754.3792725,56600000.0
3111,2019-12-31,EPD,61733200000.0,24764000000.0,-140100000.0,2189000000.0,25.6444034576416,56135599168.777466,1286200000.0
3112,2020-03-31,EPD,62265300000.0,25050400000.0,-140100000.0,2186000000.0,13.238500595092773,28939362300.872803,1368300000.0
3113,2020-06-30,EPD,61944500000.0,24876700000.0,-33700000.0,2186000000.0,17.266921997070312,37745491485.5957,1335400000.0
3114,2020-09-30,EPD,63736200000.0,25035300000.0,-33700000.0,2183000000.0,15.37545394897461,33564615970.611572,1377500000.0
3115,2019-12-31,EPM,94630869.0,76879766.0,-388415.0,33110000.0,5.205843925476074,172365492.37251282,2249764.0
3116,2020-03-31,EPM,94218652.0,76920351.0,-732518.0,32960000.0,2.559229850769043,84352215.88134766,951814.0
3117,2020-06-30,EPM,92138236.0,74124482.0,-7348.0,32960000.0,2.771193504333496,91338537.90283203,-2786164.0
3118,2020-09-30,EPM,81989888.0,66458491.0,-7348.0,32950000.000000004,2.240000009536743,73808000.3142357,172900.0
3119,2019-12-31,EPR,6577511000.0,3005657000.0,-6769000.0,78460000.0,67.83011627197266,5321950922.698975,89942000.0
3120,2020-03-31,EPR,7255340000.0,2936333000.0,-6769000.0,78590000.0,23.891170501708984,1877607089.729309,72770000.0
3121,2020-06-30,EPR,7002978000.0,2736109000.0,-105994000.0,74610000.0,33.130001068115234,2471829379.6920776,29735000.0
3122,2020-09-30,EPR,6907210000.0,2649921000.0,-23000.0,74610000.0,27.5,2051775000.0,-5060000.0
3123,2019-12-31,EPSN,97669203.0,76362994.0,-1142059.0,26790000.0,3.299999952316284,88406998.72255325,2825101.0
3124,2020-03-31,EPSN,95704490.0,75347512.0,-1499586.0,26300000.0,2.6700000762939453,70221002.00653076,644282.0
3125,2020-06-30,EPSN,93783598.0,74532050.0,-427612.0,26130000.0,2.9500000476837163,77083501.24597551,-728207.0
3126,2020-09-30,EPSN,87339453.0,67329350.0,-7151324.0,23820000.0,3.0299999713897705,72174599.31850433,-302640.0
3127,2019-12-31,EQBK,3949578000.0,478060000.0,-6892000.0,15440000.0,30.8700008392334,476632812.9577637,0.0
3128,2020-03-31,EQBK,3943832000.0,477351000.0,-6892000.0,15200000.0,17.25,262200000.0,0.0
3129,2020-06-30,EQBK,4205269000.0,479766000.0,-5935000.0,15220000.0,17.440000534057614,265436808.12835687,0.0
3130,2020-09-30,EQBK,3865571000.0,402172000.0,-5935000.0,14850000.0,15.5,230175000.0,0.0
3131,2019-12-31,EQH,249870000000.0,12760000000.0,-563000000.0,463710000.0,24.0230655670166,11139735734.081268,1785000000.0
3132,2020-03-31,EQH,240781000000.0,19311000000.0,-205000000.0,450580000.0,14.113723754882812,6359361649.475098,3281000000.0
3133,2020-06-30,EQH,254110000000.0,16819000000.0,-25000000.0,449440000.0,19.00551414489746,8541838277.282715,-4917000000.0
3134,2020-09-30,EQH,262496000000.0,16031000000.0,-100000000.0,444710000.0,18.11456298828125,8055727306.518555,-871000000.0
3135,2019-12-31,EQT,18809227000.0,9803588000.0,-4000.0,255170000.0,10.838068008422852,2765549813.709259,77049000.0
3136,2020-03-31,EQT,18634517000.0,9633878000.0,-304000.0,255260000.0,7.070000171661378,1804688243.8182833,225978000.0
3137,2020-06-30,EQT,18008868000.0,9438827000.0,-292000.0,255290000.0,11.899999618530273,3037950902.6145935,-291681000.0
3138,2020-09-30,EQT,17574735000.0,8845809000.0,-292000.0,255340000.0,12.93000030517578,3301546277.9235835,-671329000.0
3139,2019-12-31,ERF,2565802000.0,1471558000.0,-23637000.0,221740000.0,6.9134583473205575,1532990253.9348605,40459000.0
3140,2020-03-31,ERF,2684506000.0,1545704000.0,-9768000.0,223000000.0,1.44756019115448,322805922.62744904,115298000.0
3141,2020-06-30,ERF,1863301000.0,896216000.0,,223000000.0,2.7911267280578613,622421260.3569031,-78251000.0
3142,2020-09-30,ERF,1713564000.0,761738000.0,,222550000.0,1.8517334461212158,412103278.4342766,11351000.0
3143,2019-12-31,ERII,188774000.0,136013000.0,-21000.0,55260000.0,9.789999961853027,540995397.8919983,-311000.0
3144,2020-03-31,ERII,190612000.0,138265000.0,-22000.0,55540000.0,7.440000057220459,413217603.1780243,128000.0
3145,2020-06-30,ERII,185972000.0,157417000.0,-1000.0,55680000.0,7.599999904632567,423167994.6899413,23607000.0
3146,2020-09-30,ERII,194537000.0,163985000.0,,55710000.0,8.199999809265138,456821989.3741609,6378000.0
3147,2019-12-28,ESCA,148779000.0,126170000.0,-855000.0,14210000.0,9.290199279785156,132013731.76574707,3511000.0
3148,2020-03-21,ESCA,145421000.0,125169000.0,-1326000.0,14100000.0,5.770940780639648,81370265.00701904,2424000.0
3149,2020-07-11,ESCA,170908000.0,132564000.0,,14150000.0,13.520835876464846,191319827.65197757,10872000.0
3150,2020-10-03,ESCA,198716000.0,141029000.0,,14170000.0,19.93000030517578,282408104.3243408,12815000.0
3151,2019-12-31,ESGR,19363315000.0,4753353000.0,-12526000.0,21510000.0,206.8600006103516,4449558613.128663,189423000.0
3152,2020-03-31,ESGR,19131509000.0,4187769000.0,-12526000.0,22120000.0,159.0500030517578,3518186067.504883,-554795000.0
3153,2020-06-30,ESGR,21293915000.0,5098083000.0,-12864000.0,22140000.0,152.77000427246094,3382327894.592285,833256000.0
3154,2020-09-30,ESGR,21770588000.0,5732055000.0,-12864000.0,22070000.0,161.5,3564305000.0,532428000.0
3155,2019-12-31,ESI,4324400000.0,2220900000.0,-11000000.0,250100000.0,11.68000030517578,2921168076.3244624,74900000.0
3156,2020-03-31,ESI,4563500000.0,2143000000.0,-33100000.0,248700000.0,8.359999656677246,2079131914.615631,54600000.0
3157,2020-06-30,ESI,4218700000.0,2156800000.0,-2600000.0,248750000.0,10.850000381469727,2698937594.8905945,39500000.0
3158,2020-09-30,ESI,4326800000.0,2244600000.0,-2600000.0,248700000.0,10.510000228881836,2613837056.9229126,58600000.0
3159,2019-12-31,ESNT,3873425000.0,2984845000.0,-164000.0,98390000.0,51.32357025146485,5049726077.041627,176602000.0
3160,2020-03-31,ESNT,4186934000.0,3107074000.0,-6306000.0,98600000.0,26.095497131347656,2573016017.150879,178830000.0
3161,2020-06-30,ESNT,4899948000.0,3623329000.0,-48000.0,112420000.0,36.10812759399414,4059275704.1168213,21381000.0
3162,2020-09-30,ESNT,5107088000.0,3746544000.0,-480000.0,112420000.0,37.0099983215332,4160664011.3067627,150658000.0
3163,2019-12-31,ESP,36555998.0,31136887.0,-39658.0,2401000.0,20.77809715270996,49888211.263656616,230406.0
3164,2020-03-31,ESP,36757906.0,30516858.0,,2403000.0,17.65715789794922,42430150.42877197,-146101.0
3165,2020-06-30,ESP,38208766.0,31226848.0,,2403000.0,17.089189529418945,41065322.439193726,1035867.0
3166,2020-09-30,ESP,38243633.0,30861507.0,,2403000.0,18.746801376342773,45048563.707351685,212748.0
3167,2019-12-31,ESQ,798008000.0,111062000.0,-485000.0,7652000.0,26.06999969482422,199487637.66479492,0.0
3168,2020-03-31,ESQ,821480000.0,114885000.0,-485000.0,7669000.0,15.050000190734865,115418451.46274568,0.0
3169,2020-06-30,ESQ,851885000.0,118203000.0,-82000.0,7663000.0,16.899999618530273,129504697.07679749,0.0
3170,2020-09-30,ESQ,880899000.0,121946000.0,,7663000.0,15.0,114945000.0,0.0
3171,2019-12-31,ESRT,3931834000.0,1228520000.0,-62666000.0,299690000.0,13.601147651672365,4076127939.729691,47112000.0
3172,2020-03-31,ESRT,4664558000.0,1148584000.0,-62666000.0,297680000.0,8.826930046081543,2627600536.1175537,26973000.0
3173,2020-06-30,ESRT,4550395000.0,1080221000.0,-51939000.0,290820000.0,7.0,2035740000.0,4435000.0
3174,2020-09-30,ESRT,4010714000.0,1069269000.0,-7345000.0,288380000.0,6.119999885559082,1764885566.997528,14031000.0
3175,2019-12-31,ESS,12705405000.0,6220427000.0,-173000.0,66090000.0,292.4115295410156,19325477987.365723,191372000.0
3176,2020-03-31,ESS,13450841000.0,6228165000.0,-181975000.0,65410000.0,216.01905822753903,14129806598.663328,152134000.0
3177,2020-06-30,ESS,13177411000.0,6166074000.0,-20093000.0,65330000.0,226.8751983642578,14821756709.136963,120396000.0
3178,2020-09-30,ESS,13401042000.0,6082997000.0,-26586000.0,65209999.99999999,200.7899932861328,13093515462.188719,121243000.0
3179,2019-12-31,ESSA,1810643000.0,191363000.0,-1045000.0,11290000.0,16.52299690246582,186544635.0288391,0.0
3180,2020-03-31,ESSA,1955176000.0,193666000.0,-2573000.0,11110000.0,13.43133544921875,149222136.8408203,0.0
3181,2020-06-30,ESSA,2009117000.0,193685000.0,-1947000.0,10960000.0,13.805561065673828,151308949.27978516,0.0
3182,2020-09-30,ESSA,1893515000.0,191397000.0,-1002000.0,10880000.0,12.329999923706055,134150399.16992188,0.0
3183,2019-12-31,ESTA,116531000.0,39614000.0,-89000.0,20650000.0,27.65999984741211,571178996.84906,-4405000.0
3184,2020-03-31,ESTA,168423000.0,90307000.0,-34000.0,23330000.0,14.449999809265135,337118495.5501556,-7705000.0
3185,2020-06-30,ESTA,156812000.0,81786000.0,-14000.0,23350000.0,18.68000030517578,436178007.1258545,-9603000.0
3186,2020-09-30,ESTA,154684000.0,79957000.0,-17000.0,23420000.0,18.530000686645508,433972616.0812378,-2591000.0
3187,2019-12-31,ESXB,1430840000.0,155479000.0,-806000.0,22420000.0,8.58121395111084,192390816.78390503,0.0
3188,2020-03-31,ESXB,1453540000.0,155468000.0,-806000.0,22320000.0,4.712506294250488,105183140.4876709,0.0
3189,2020-06-30,ESXB,1615004000.0,160781000.0,-72000.0,22310000.0,5.395963668823242,120383949.45144653,0.0
3190,2020-09-30,ESXB,1622237000.0,165790000.0,,22320000.0,5.0329627990722665,112335729.67529298,0.0
3191,2019-12-31,ET,98880000000.0,21831000000.0,-25000000.0,2690000000.0,11.219189643859863,30179620141.983032,1713000000.0
3192,2020-03-31,ET,95541000000.0,19453000000.0,,2694000000.0,4.119109153747559,11096880060.195923,1386000000.0
3193,2020-06-30,ET,95907000000.0,19822000000.0,,2696000000.0,6.621346950531006,17851151378.63159,1340000000.0
3194,2020-09-30,ET,95195000000.0,18292000000.0,,2698000000.0,5.264998435974121,14204965780.258179,1718000000.0
3195,2019-12-31,ETH,621927000.0,362788000.0,-8163000.0,26050000.0,18.15921974182129,473047674.2744446,9418000.0
3196,2020-03-31,ETH,703104000.0,339224000.0,-16156000.0,25050000.0,9.849042892456056,246718524.4560242,103000.0
3197,2020-06-30,ETH,622789000.0,328065000.0,,25050000.0,11.658313751220705,292040759.4680787,-4393000.0
3198,2020-09-30,ETH,622521000.0,332941000.0,,25050000.0,13.343497276306152,334254606.7714691,12304000.0
3199,2019-12-31,ETM,3643678000.0,881443000.0,-175000.0,137910000.0,4.601008415222168,634525070.5432892,90047000.0
3200,2020-03-31,ETM,3735521000.0,870187000.0,-1394000.0,135050000.0,1.7100000381469729,230935505.1517487,17244000.0
3201,2020-06-30,ETM,3633201000.0,818310000.0,-53000.0,138020000.0,1.3799999952316284,190467599.34186935,-36501000.0
3202,2020-09-30,ETM,3469634000.0,803687000.0,,137990000.0,1.6100000143051147,222163901.97396278,12761000.0
3203,2019-12-31,ETN,32805000000.0,16082000000.0,-52000000.0,413300000.0,91.71675872802734,37906536382.2937,647000000.0
3204,2020-03-31,ETN,30845000000.0,14245000000.0,-1329000000.0,400000000.0,75.88329315185547,30353317260.742188,459000000.0
3205,2020-06-30,ETN,30348000000.0,14188000000.0,-5000000.0,400100000.0,86.258544921875,34512043823.24219,150000000.0
3206,2020-09-30,ETN,30985000000.0,14476000000.0,-166000000.0,398600000.0,101.32667541503906,40388812820.43457,583000000.0
3207,2020-03-31,ETRN,12189677000.0,436868000.0,-52323000.0,229350000.0,4.758574962615967,1091379167.675972,309023000.0
3208,2020-06-30,ETRN,12445251000.0,3084622000.0,,432470000.0,8.01180362701416,3464864714.574814,186750000.0
3209,2020-09-30,ETRN,12630680000.0,3172635000.0,,432470000.0,8.28520679473877,3583103382.5206757,201493000.0
3210,2019-12-31,ETSY,1542352000.0,406634000.0,-31137000.0,118340000.0,44.29999923706055,5242461909.713745,26014000.0
3211,2020-03-31,ETSY,1517642000.0,406847000.0,-29190000.0,118380000.0,38.43999862670898,4550527037.429809,26082000.0
3212,2020-06-30,ETSY,1762031000.0,524175000.0,-6353000.0,119140000.0,106.2300033569336,12656242599.945068,119732000.0
3213,2020-09-30,ETSY,2214505000.0,666667000.0,-175430000.0,125660000.0,121.62999725341795,15284025454.8645,118561000.0
3214,2020-06-30,EURN,4132001000.0,2550924000.0,-5194000.0,211700000.0,7.686934471130371,1627324027.5382996,255839000.0
3215,2020-09-30,EURN,3746408000.0,2406150000.0,-94804000.0,203950000.0,8.732250213623049,1780942431.068421,57763000.0
3216,2020-01-31,EV,4048437000.0,1245024000.0,-80291000.0,114740000.0,44.52861785888672,5109213613.128662,134719000.0
3217,2020-04-30,EV,3846714000.0,1277105000.0,-30976000.0,114410000.0,36.10201644897461,4130431701.927185,121956000.0
3218,2020-07-31,EV,4182397000.0,1275287000.0,-1457000.0,114640000.0,35.91218566894531,4116972965.0878906,132621000.0
3219,2020-10-31,EV,4949298000.0,1323685000.0,-72633000.0,114660000.0,60.43000030517578,6928903834.991455,-5198000.0
3220,2019-12-31,EVA,994818000.0,382507000.0,-40000.0,33460000.0,34.61246871948242,1158133203.3538818,22174000.0
3221,2020-03-31,EVA,1025521000.0,364651000.0,-3727000.0,33610000.0,25.224708557128906,847802454.6051025,18767000.0
3222,2020-06-30,EVA,1150046000.0,538571000.0,-9019000.0,39770000.0,34.764442443847656,1382581875.9918213,18636000.0
3223,2020-09-30,EVA,1403651000.0,502864000.0,-9019000.0,39770000.0,39.55836868286133,1573236322.517395,19542000.0
3224,2019-12-31,EVBG,837296000.0,220312000.0,-71000.0,33850000.0,78.08000183105469,2643008061.981201,-10765000.0
3225,2020-03-31,EVBG,887079000.0,233508000.0,-927000.0,34350000.0,106.36000061035156,3653466020.965576,-21660000.0
3226,2020-06-30,EVBG,886496000.0,234146000.0,-927000.0,34460000.0,138.36000061035156,4767885621.032715,-14523000.0
3227,2020-09-30,EVBG,930553000.0,245977000.0,-3342000.0,34950000.0,125.7300033569336,4394263617.324829,-16238000.0
3228,2019-12-31,EVC,656200000.0,288172000.0,-3123000.0,84360000.0,2.470547199249268,208415361.72866824,7311000.0
3229,2020-03-31,EVC,613131000.0,248237000.0,-525000.0,84100000.0,1.963284969329834,165112265.92063904,6116000.0
3230,2020-06-30,EVC,596174000.0,250260000.0,-15000.0,84190000.0,1.4042805433273315,118226378.94272804,-1595000.0
3231,2020-09-30,EVC,599378000.0,257540000.0,,84190000.0,1.5199999809265137,127968798.39420319,13571000.0
3232,2019-12-31,EVFM,28295000.0,15636000.0,-921000.0,48140000.0,6.170000076293945,297023803.6727905,-12872000.0
3233,2020-03-31,EVFM,15645000.0,1021000.0,-25000.0,49640000.0,5.320000171661377,264084808.52127075,-19244000.0
3234,2020-06-30,EVFM,135056000.0,68539000.0,-2777000.0,81300000.0,2.8299999237060547,230078993.79730225,-22372000.0
3235,2020-09-30,EVFM,112327000.0,40210000.0,-67000.0,81280000.0,2.359999895095825,191820791.47338867,-26056000.0
3236,2019-12-31,EVH,1498015000.0,922358000.0,-201000.0,84590000.0,9.050000190734863,765539516.1342621,-24392000.0
3237,2020-03-31,EVH,1450754000.0,847072000.0,-1188000.0,85450000.0,5.429999828338623,463993485.33153534,-16459000.0
3238,2020-06-30,EVH,1270134000.0,646864000.0,-143000.0,85460000.0,7.119999885559082,608475190.2198792,-10816000.0
3239,2020-09-30,EVH,1391789000.0,629818000.0,-51000.0,84220000.0,12.40999984741211,1045170187.1490479,-782000.0
3240,2019-12-31,EVI,158401000.0,84271000.0,-309000.0,11810000.0,27.040000915527344,319342410.8123779,805000.0
3241,2020-03-31,EVI,158444000.0,87428000.0,-116000.0,11910000.0,15.779999732971193,187939796.81968692,351000.0
3242,2020-06-30,EVI,160718000.0,87826000.0,-148000.0,11930000.0,21.709999084472656,259000289.0777588,343000.0
3243,2020-09-30,EVI,164037000.0,88922000.0,,11930000.0,26.61000061035156,317457307.2814941,896000.0
3244,2019-12-31,EVLO,90920000.0,60197000.0,-113000.0,32170000.0,4.059999942779541,130610198.15921783,-22670000.0
3245,2020-03-31,EVLO,83147000.0,39344000.0,-113000.0,32320000.0,3.755000114440918,121361603.69873047,-23261000.0
3246,2020-06-30,EVLO,113905000.0,69206000.0,-113000.0,46140000.0,4.900000095367432,226086004.4002533,-20245000.0
3247,2020-09-30,EVLO,104837000.0,50430000.0,-113000.0,46180000.0,5.269999980926514,243368599.1191864,-20182000.0
3248,2019-12-31,EVOP,1706404000.0,-589299000.0,-103000.0,41230000.0,26.40999984741211,1088884293.7088013,10934000.0
3249,2020-03-31,EVOP,1457375000.0,-261423000.0,-339000.0,41360000.0,15.300000190734865,632808007.8887941,-5687000.0
3250,2020-06-30,EVOP,1676278000.0,-487929000.0,-856000.0,41470000.0,22.82999992370605,946760096.83609,-62000.0
3251,2020-09-30,EVOP,1664339000.0,-564794000.0,-48000.0,42010000.0,24.85000038146973,1043948516.0255433,9448000.0
3252,2019-12-31,EVR,2598613000.0,869716000.0,-29218000.0,39180000.0,72.75967407226562,2850724030.151367,0.0
3253,2020-03-31,EVR,2221552000.0,816571000.0,-141014000.0,40540000.0,45.1978530883789,1832320964.2028806,0.0
3254,2020-06-30,EVR,2499589000.0,900528000.0,-2398000.0,40580000.0,58.38225555419922,2369151930.3894043,0.0
3255,2020-09-30,EVR,2645458000.0,970926000.0,-926000.0,40610000.0,65.45999908447266,2658330562.8204346,0.0
3256,2019-12-31,EVRI,1629223000.0,53988000.0,-39000.0,84500000.0,13.43000030517578,1134835025.7873533,22273000.0
3257,2020-03-31,EVRI,1296204000.0,44349000.0,-42000.0,84810000.0,3.299999952316284,279872995.95594406,10426000.0
3258,2020-06-30,EVRI,1484100000.0,-18762000.0,-547000.0,85430000.0,5.1599998474121085,440818786.96441644,-44127000.0
3259,2020-09-30,EVRI,1458204000.0,-15410000.0,-508000.0,85910000.0,8.25,708757500.0,19738000.0
3260,2019-12-31,EVTC,1011676000.0,267187000.0,-5918000.0,72000000.0,33.814926147460945,2434674682.617188,34607000.0
3261,2020-03-31,EVTC,979218000.0,259037000.0,-10006000.0,71870000.0,22.616138458251953,1625421870.9945679,32763000.0
3262,2020-06-30,EVTC,1011737000.0,274885000.0,-71000.0,71860000.0,28.014514923095703,2013123042.3736572,25590000.0
3263,2020-09-30,EVTC,1028074000.0,306137000.0,-679000.0,71910000.0,34.65966415405273,2492376449.3179317,43844000.0
3264,2019-12-31,EW,6488100000.0,4148300000.0,-614800000.0,627300000.0,77.76333618164062,48780940786.743164,346600000.0
3265,2020-03-31,EW,6076100000.0,3901100000.0,-614800000.0,619500000.0,62.87333297729492,38950029779.434204,368400000.0
3266,2020-06-30,EW,6424100000.0,3839100000.0,-9000000.0,621400000.0,69.11000061035156,42944954379.27246,229800000.0
3267,2020-09-30,EW,6800800000.0,4210300000.0,-1400000.0,622900000.0,79.81999969482422,49719877809.906006,357200000.0
3268,2019-12-31,EWBC,44196096000.0,5017617000.0,-405000.0,145630000.0,47.29048538208008,6886913386.192322,0.0
3269,2020-03-31,EWBC,45948545000.0,4902985000.0,-153575000.0,141440000.0,25.140810012817386,3555916168.212891,0.0
3270,2020-06-30,EWBC,49407593000.0,4987243000.0,-16000.0,141490000.0,35.676143646240234,5047817564.506531,0.0
